Content,Sentiment
Nhân viên thân thiện.,1
Thiet ke phong dep va sach se,1
"Nhân viên phục vụ rất thân thiện. Set ăn đầy đặn, ngon miệng.",1
"Hoan canh, noi that phong,rong rai,dich vu dua ra phi truong,",1
"nhan vien nhiet tinh, chu dao, cho nghi dep, sach se",1
hồ bơi và khung cảnh,1
"địa điểm không quá xa trung tâm, cảnh đẹp, nhân viên thân thiện nhiệt tình.",1
Toi thích không gian song va canh Bien,1
Gần biển.,1
view rất đẹp và sang trọng...bãi biển đẹp,1
"Hồ bơi ,cảnh quan đẹp ,nhân viên phục vụ dễ thương ...",1
Bãi biển và bể bơi.,1
Yên tĩnh,1
"Hồ bơi, bãi biển đẹp",1
"bãi biển đẹp, cây hoa tươi tốt, nhân viên thân thiện chu đáo, có ban nhạc hàng đêm, có du thuyền  và Kayak free",1
Phòng nghỉ và nhân viên phục vụ rất nhiệt tình. Mình sẽ quay lại nơi đây,1
View ổn,1
Nhân viên tuyệt vời,1
Thoải mái vui chơi,1
"Địa điểm tiện lợi, bữa sáng phong phú",1
Tat ca deu tot,1
"Tiện nghi, sạch sẽ, vị trí thuận lợi.",1
Thức ăn ngon,1
"Nên đặt trước trên web, để tránh tình trạng giá không tốt, nếu bạn đến cuối tuần, sẽ dễ gặp tăng giá",1
"Nhân viên rất nhiệt tình. Sẵn sàng giúp đỡ và hỗ trợ khách bất cứ khi nào khách cần. Gia đình anh Toàn rất thân thiện và tốt bụng. Vị trí nhà nghỉ rất dễ tìm, phòng sạch sẽ.",1
"Anh Toàn và chị lễ tân rất thân thiện, nhiệt tình, dễ mến. Giọng Huế dễ thương, phòng gọn gàng, sạch sẽ, thoải mái giống như hình ảnh. Sẽ tiếp tục nghỉ tại đây nếu tới Huế",1
"Anh Toàn thật sự là một người nhiệt tình, vui vẻ, luôn quan tâm đến cảm nhận của khách, luôn gợi ý cho khách những địa điểm tham quan, ăn uống hợp túi tiền :)",1
"A Toan chu nha nghi rat nhiet tinh va chu dao,minh di vao Da Nang co de quen 1 so thu,a Toan rat chu dao da dong goi va gui theo xe ,khong nhung vay con lien tuc goi dien thoai cho minh kiem tra da nhan duoc chua.Very nice !",1
"mình thấy tuyệt nhất chính là sự nhiệt tình của a chủ khách sạn. giúp đỡ bọn mình hết sức có thể. Khách sạn khá sạch sẽ, giống ảnh chụp. Do bọn mình 7h mới ra sân bay nên a ý có cho thuê thêm phòng và tính giá nửa ngày thôi.",1
Nhân viên thân thiện và nhiệt tình,1
"Nhân viên tiếp tân rất cởi mở, vui vẽ.",1
Ngay trung tâm. Hợp giá tiền. Tuy nhiên ko có chỗ để xe máy,1
dich vu rat tot...anh Toan rat than thien va nhiet tinh,1
Chung tôi có nhiều không gian riêng với bạn bè,1
Vị trí tốt. Nhân viên thân thiện,1
Nằm ngay trung tâm,1
"Khung cảnh khách sạn rất đẹp, thư giãn, yên bình. Địa điểm khách sạn tiện lợi, nhiều nhà hàng ngon",1
"Anh chị chủ khách sạn dễ thương, gần gũi, dễ chịu.",1
"Vị trí khách sạn ở trung tâm, tiện việc đi thăm quan các địa điểm. Phòng gia đình rộng rãi, thoáng mát.",1
"Giá rẻ, địa điểm ở ngay trung tâm",1
"Nhân viên vui vẻ, nhiệt tình",1
Voi gia tien 17ÚD/ ngay nhu vay la tot,1
Gần chợ .,1
"Sach se , dep , nhan vien phuc vu nhiet tinh ....",1
Gần trung tâm,1
Có sân thượng phơi quần áo,1
Bữa sáng thường chỉ có 3 món để lựa chọn tuy nhiên chúng vừa miệng. Sinh tố ko bao gồm  nhưng rất ngon nên thử. Khuôn viên xanh tươi sạch sẽ. Phòng đặt của booking.com đẹp hơn book từ trang Vn :D,1
"Bữa sáng có khoảng 3 món cho mình lựa chọn tùy từng ngày, thường là trứng ốp kèm bánh mỳ, bò lúc lắc,miến, mỳ, hủ tiếu hải sản. . . kèm nước uống, cá nhân mình thấy cafe dành cho buổi sáng rất ngon.Vì thị trấn dương đông bé xíu nên vị trí của khách sạn tuy hơi xa trung tâm nhưng đi xe tầm 5 phút là tới chợ đêm dinh cậu,còn nếu bạn định đi bộ tới chợ đêm thì không thể đâu nha. Tiến đạt resort không gần bãi biển nhưng có hồ bơi riêng nước rất sạch, phòng ốc đơn giản sạch sẽ, nói chung với giá tiền ~25-30$/night thì đây là một sự lựa chọn tuyệt vời.",1
"Khách sạn đẹp, nhân viên thân thiện, nhiệt tình, bê bơi sạch, giá cả phù hợp. Lần sau nếu có dịp quay lại Phú Quốc chắc chắn sẽ book Tien Dat Resort",1
Phòng sạch sẽ,1
Giường nằm thỏa mái. Bữa sáng thật tệ,1
"Đồ ăn cũng được. Có một ngày làm đồ ăn bị cháy, phải ăn ngoài. Nhân Viên rất dễ thương. Phòng sạch sẽ. Giá cả ok. Có dịp sẽ quay lại đây",1
Nhân viên nhiệt tình thân thiện,1
"Địa điểm tốt, yên tĩnh, rất ấm cúng, hồ bơi nhỏ nhưng sạch sẽ, phòng khá lớn, toilet rộng, có bếp riêng tha hồ nấu hải sản tùy ý và có chỗ để ăn ngắm con bơi lội, ông bà chủ nhiệt tình. Nói chung sẽ quay lại.",1
"Khu vực khách sạn yên ả, chúng tôi có thể sử dụng bếp ăn và vườn rất thoải mái. Vợ chồng anh chị chủ khách sạn rất nhiệt tình và thân thiện, họ linh động cho check in sớm, check out muộn vì chúng tôi đi vào mùa thấp điểm và có trẻ nhỏ. Nhất định chúng tôi sẽ quay lại đây nếu có dịp đi Phan Thiết",1
Tuyệt. Sẽ quay lại vào kì nghỉ sau,1
Ăn hải sản tươi sống do dân chài đánh lưới,1
"Nhân viên quá tuyệt vời, tạo cảm giác rất thoải mái",1
Yên tĩnh và sạch sẽ,1
Yen Lang,1
Mọi thứ Thoải mái. Giá ổn,1
"Giường tạm ổn, phòng mới tạm được",1
"Khách sạn mới khai trương nên phòng mới, sạch sẽ, nhân viên nhiệt tình trong việc hỗ trợ tìm dịch vụ bên ngoài cho khách như thuê xe, tìm kiếm tour... Món ăn buổi sáng ngon.",1
Phòng thiết kế rất đơn giản nhưng mang lại sự thoải mái cho khách khi bước vào. Một đánh giá cao cho sailing hotel . Mình rất thích ks này. Từ phụ vụ đến phòng ốc. Nhất định khi ra phú quốc mình sẻ chọn sailing hotel lần nữa. Cám ơn các bạn . Chúc sailing ngày càng phát triễn,1
"Phòng gọn gàng sạch sẽ, bữa sáng rất ngon. Chủ KS rất nhiệt tình. Very good.",1
"Phòng rộng rãi, sạch sẽ, được dọn vệ sinh thường xuyên,",1
"Phòng sạch sẽ, yên tĩnh",1
Phòng khách sạn còn mới,1
Phong con moi,1
"Bua sáng có món bánh canh chả cá rất ngon. Nhân viên ks rất thân thiện, nhiệt tình và chu đáo!",1
"Sạch sẽ, vị trí gần chợ, gần bar ca nhạc",1
Có nhân viên hướng dẫn địa điểm ăn uống nghỉ ngơi,1
"Sạch sẽ, có cafe, trà, hoa quả hàng ngày, nước miễn phí, đầy đủ các tiện nghi cần thiết, nhân viên nhiệt tình chu đáo. Có ban công chung rộng và góc nhìn đẹp !",1
"Phòng thoáng, giường cũng rất êm nhưng có điều hơi nhỏ, hai người nằm có vẻ chưa được thoải mái lắm.Phục vụ nhiệt tình và giá cả phù hợp cho 1 đêm nghỉ",1
"Phòng ốc sạch sẽ, tiện nghi. Chủ khách sạn rất nhiệt tình, chu đáo!",1
Nhân viên nhẹ nhàng,1
"Nhân viên nhiệt tình, hướng dẫn chu đáo, phòng thỏa mái",1
"Nhân viên thân thiện,vị trí thuận lợi,sạch sẽ,đầy đủ tiện nghi",1
"Nhân viên dễ chịu, nhiệt tình với khách hàng.Phòng rông, thoải mái, có bếp và đầy đủ dụng cụ đun nấu. Không khí thoáng đãng, dễ chịu. Chắc chắn sẽ giới thiệu cho bạn bè và người thân đến ở đây khi có dịp.",1
"Thời tiết đẹp, mặt tiền của căn hộ cũng được trang trí rất đẹp, dễ gây thiện cảm khi mới đến. Tiện nghi trong phòng tốt, thoải mái. Rất phù hợp với gia đình có con nhỏ, cần nấu nướng.",1
"- Cozy and well-equipped kitchen - Comfortable bedroom - Eco-friendly interior design - Very close to the town where you could find good places to eat or buy stuffs - Silent, private and peaceful environment - Super friendly and nice owner",1
"- Ông chủ và nhân viên nhiệt tình đón tiếp, giúp đỡ, hướng dẫn khách.- Tiện nghi phòng tốt, bếm ăn đầy đủ tiện nghi cho gia khách muốn tự làm làm đồ ăn thức uống.- Lơi nghỉ tất tốt, thoải mái cho gia đình",1
"Không gian yên tĩnh, phòng ốc sạch sẽ, phù hợp khi ở khoảng 2 gia đình có trẻ nhỏ. Phục vụ nhiệt tình, thân thiện.",1
Có được sự thoải mái và riêng tư cần thiết cho 1 kì nghỉ.,1
Nhan vien phuc vu rat nhiet tinh va vui ve,1
Sự nhiệt tình của lễ tân,1
"Nhân viên vui vẻ, ông chủ cũng vui vẻ, nhiệt tình, thân thiện",1
"Thân thiện, thoải mái, sạch sẽ",1
Thích gần chợ,1
Buổi sáng,1
Dịch vụ đầy đủ tiện nghi,1
"Gần trung tâm,ngay cạnh siêu thị tiện lợi coop,bữa sáng phong phú, ngon miệng .",1
nhan vien phuc vu rat tot,1
Bể bơi rất sạch đẹp,1
"Phòng nghỉ rộng, sạch sẽ.Nhân viên phục vụ nhiệt tình.",1
"Thái độ phục vụ lịch sự, vui vẻ, ân cần.Giường rộng, thoải mái, sạch đẹp và tiện nghi.",1
Nhân viên thân thiện 😁,1
"phong sach se, diem tam ngon, nhan vien vui ve",1
"nói chung tất cả đều rất tốt , lần sau chúng tôi sẽ quay lại. và giới thiệu những người quen, nén đến đây!",1
Phuc vu tiep tan tot.,1
"Khách sạn có hồ bơi, thuận tiện cho gia đình có con nhỏ",1
"Chúng tôi đặt hai phòng loaii tiết kiệm, hướng đồi, phòng sạch sẽ, yên tĩnh, qua đường là sang đến bãi tắm biển rất đẹp, hồ bơi sạch sẽ,  chủ nhà thân thiện và cho thông tin đầy đủ .Xứng đáng đồng tiền bỏ ra,",1
Thời tiết,1
Phòng ốc ok.Yên tĩnh vắng,1
Hồ bơi thoải mái,1
Địa điểm gần trung tâm. Có xe đạp đi chơi. Chủ nhà dễ thương. Có 2 con chó cũng dễ thương.,1
Ban công ngồi bệt rất thích,1
trung tam thuan tien di lai,1
"Nhất định tôi sẽ trở lại đây khi đến Sapa. Không gian thoải mái, nhân viên rất thân thiện. Dù đi một mình nhưng không hề thấy cô đơn. Cảm ơn Sapa Rose Hotel rất nhiều.",1
"Thoải mái, ấm áp",1
"phu hop voi tui tien...thoang mat sach se, nhan vien nhiet tinh, ong chu dep zai, vui tinh",1
Khách sạn khá sạch sẽ. Cho checkin sớm. Địa điểm gần trung tâm.,1
Cảnh quan Sapa,1
"Gan trung tam, nhan vien nhiet tinh",1
Vị trí trung tâm. Đi đến các điểm tham quan tiện lợi,1
Anh chủ dễ thương...thoải mái,1
Gần trung tâm,1
Giá hợp lý,1
"Nhân viên cực kỳ dễ thương, đã hỗ trợ cho chúng tôi rất nhiều suốt chuyến đi. Phòng ốc hơi nhỏ nhưng cực kỳ đẹp và sạch sẽ. Dầu gội, dầu tắm và nước uống luôn được nhân viên cung cấp thêm mỗi ngày. Khách sạn còn có dịch vụ đưa đón sân bay miễn phí( 1 lần) làm tôi rất hài lòng. Nếu lần sau quay lại phú quốc tôi cũng sẽ chọn emis hotel.",1
Tui rất thích thiết kế trẻ trung của khách sạn. Tui đặc biệt thích lobby khách sạn vì giá sách. Các bạn nhân viên rất nhiệt tình.,1
"Emis Hotel rất dễ thương, từ phòng ốc, dịch vụ và thái độ của nhân viên. Mình rất hài lòng với dịch vụ của khách sạn. Nhất định sẽ giới thiệu cho bạn bè nếu có dịp đến Phú Quốc.",1
"Khách sạn mới, đồ trong phòng tương đối xịn, đặc biệt là dùng smart TV để xem phim online rất đã. Mini bar trong phòng được miễn phí.",1
"Không gian yên tĩnh tuyệt vời,nhân viên luôn vui vẻ tẬn tình. Rất thoải mái khi ở emis sẽ quay lại và giới thiệu cho bạn bè",1
"Giường thoải mái, nước uống free, cho check out muộn",1
Bữa sáng rất đầy đủ và ngon miệngNhân viên rất thân thiện và nhiệt tình,1
Free nước uống,1
"Không gian yên tĩnh, nhân viên phục vụ nhiệt tình, dễ thương...",1
"nhân viên phục vụ tuyệt vời, mình bị delay chuyến bay nên nhân viên ở đây cho mình ở lại thêm 2 tiếng miễn phí",1
"Không gian ấm cúng, nhân viên nhiệt tình, phòng hiện đại.",1
"Nhân viên nhiệt tình, phòng sạch, có thể thuê xe và đặt tour",1
"Nhân viên cực kì nhiệt tình trong việc giúp đỡ khách. Các dịch vụ phụ như book tour, thuê xe máy đều có đầy đủ.",1
"Vị trí đẹp, nhân viên rất thân thiện",1
Giá rẻ & nhân viên thân thiện,1
Very good,1
Sach se,1
"Khach san rat nhiet tinh, vui ve, than thien",1
"Vị trí tuyệt, ngay trung tâm",1
"View ban công nhìn ra công viên và vòi phun nước,bên hông nhà thờ.",1
"Khách sạn nằm ngay trung tâm, giá hợp lý, có đầy đủ dịch vụ khác đi kèm, giường có hệ thống sưởi, view đẹp",1
địa điểm tốt,1
"nhân viên thân thiện,nhiệt tình,phòng rộng rãi thỏa mái,ban công đẹp,tiện nghi đầy đủ.đây là nhà nghỉ tốt nhất tôi từng ở nếu có dịp đến huế tôi sẽ ở lại nhà nghỉ này",1
Hotel upgrade phong thuong thanh phong co balcony,1
"Nhân viên khách sạn thân thiện và còn nhiệt tình tư vấn cho tụi mình chỗ ăn uống, tham quan hay ho nữa... Khách sạn quá ok so với giá. Mình sẽ ghé lại đây lần nữa nếu du lịch Huế lần sauMình để quên đồ ở khách sạn còn gọi điện cho mình để gửi về tận nhà... Thiệt là thích Huế và con ng Huế quá đi à... :D",1
Chổ nghỉ thoáng mát. Ngay bên bờ suối thơ mộng.. Nhân viên nhiệt tình cực kỳ dễ thương.. Món ăn ngon tuyệt đúng kiểu.,1
"+ Phòng rộng, sáng, trang trí khá hiện đại và đẹp+ Đáp ứng nhanh các nguyện vọng về vị trí phòng, dịch vụ của khách + Tôn trọng, đồng ý để khách được tiếp bạn trong phòng",1
Bữa sáng rất ngon,1
"Nhân viên , vui vẻ nhiệt tình",1
"Nhân viên hữu ích, phòng thoải mái và decor đẹp.",1
Nhân viên thân thiện,1
Thú vịMón ăn ngon,1
"Đầy đủ tiện nghi cho những nhu cầu nhỏ nhất của khách, nhân viên khách sạn rất tận tình bà chu đáo",1
Thái độ Nhân viên phục vụ tốt,1
"Khách sạn có vị trí đẹp, đi lại thuận tiện. Nhân viên nhiệt tình. Khá sạch sẽ",1
"Chỗ nghỉ yên tĩnh, nhân viên thân thiện.",1
"phòng khá tiện nghi, đầy đủ, gần chợ, hồ xuân hương.Nhân viên cũng thân thiện",1
"KS đáp ứng được tốt nhu cầu so với giá .Nhân viên vui vẻ, thoải mái.",1
"Khách sạn khá đẹp, vừa tiền cho các cặp đôi trẻ muốn có không gian thoải mái. Nhân viên lễ tân đặc biệt nhiệt tình và chu đáo. Rất hiểu ý khách hàng. Mình rất hài lòng.",1
"-Nhân viên nhiệt tình, phòng nội thất đẹp, ấm cúng, phòng luôn được vệ sinh sạch sẽ, view của khách sạn đẹp.--Mình rất thích đội ngũ lễ tân thân thiện, chu đáo, gần gũi.-Gần nhiều quán ăn, đường đi đẹp với nhiều quán cà phê có trang trí hoa và cây cảnh.-có hệ thống sưởi dưới đệm nên ngủ ko bị lạnh",1
"Nhân viên của khách sạn nhiệt tình và niềm nởkhông khí ở SaPa trong lành, có rất nhiều cảnh đẹp",1
"Khách sạn View đẹp, không gian thoáng.",1
chán đời,1
Nhân viên rất nhiệt tình,1
"Very convenient place, in the middle of old town, few mins to Hoan Kiem lake and night market ( just at the weekend ) . Good food around, near shopping street .",1
"Nhân viên vui vẻ, niềm nở, quan tâm đến khách",1
Vị trí của khách sạn nằm ngay trung tâm TP Cần Thơ nên rất tiện ít đi lại và du lịch trong thành phố.,1
"Mỗi sáng đều đc dọn phòng rất sạch sẽ, tôi rất hài lòng, nv buồng phòng chuyên nghiệp",1
nói chung là tốt,1
"Địa điểm khu vực trung tâm, bề ngoài nhìn to, khá đẹp",1
Cô tiếp tân vui vẻ,1
Giá rẻ,1
Phòng rộng,1
"Giá tốt, rộng rãi",1
được thưởng thức đặc sản lẩu vịt nấu chao ngon tuyệt,1
Riêng tư,1
"Phòng rộng rãi, sạch sẽ",1
Phòng tiện nghi sạch sẽ và đẹpNhân viên nhiệt tình,1
Thoai mai,1
Tất cả,1
Tôi thật sự kg hài lòng tí nào,1
Địa điểm gần nhiều điểm thăm quan,1
"Chị Phúc rất nhiệt tình, vui vẻ, Khách sạn mới tầng 01 phòng đẹp hơn tầng 02",1
Phong sach se,1
"Nhân viên thân thiện,khung cảnh  thoải mái. Bữa sáng đủ chất .",1
"Tenuee Hotel có thiết kế rất lạ mắt, hợp với những bạn trẻ năng động và có gu thẩm mỹ. Chủ nhà là 2 anh chị Tây rất thân thiện. Mặc dù xa bãi biển, hơi nhiều muỗi (vì có vườn) và tìm đường khó, nhưng nơi này khá thú vị.",1
"Mặc dù đường vào xấu, lúc đầu cảm thấy bất tiện nhưng sau khi vào khách sạn mọi người đều hài lòng vì:- Có không gian dành cho sinh hoạt chung thoải mái, dễ chịu- Nhân viên lễ tân thân thiện- Chủ khách sạn hiếu khách",1
"Thiết kế đơn giản nhưng hiện đại và thân thiện. Rất thoải mái khi bước ra khỏi phòng và cảm thấy một không gian chung thoáng đãng, gần gũi thiên nhiên :)",1
"Sự thân thiện, thoải mái.Có cảm giác thoải mái như ở nhà.Khách sạn rất phong cách, rất có sự khác biệt.",1
"Phòng đẹp, thiết kế trang nhã, quá tốt so và giá cả hợp lý. Nhân viên vô cùng dễ thương.",1
Bua sang ngon tuyet,1
Anh chị chủ thật sự rất thân thiện,1
Friendly. Clean. Warming.,1
Phòng rộng rãi,1
"nhan vien khach san nhiet tinh , chu dao , dia diem khach san gan ben ninh kieu tien loi cho viec di chuyen di lai",1
"Nhân viên nhiệt tình, thân thiện.",1
Vị trí đẹp,1
"Địa điểm tốt, giá hơp lý, nhân viên thân thiện",1
"Phòng đủ tiện nghi, gần trung tâm",1
Địa điểm tiện lợi gần bến Ninh Kiều.,1
Lễ tân rất vui vẻ. Phòng thoải mái,1
Địa điểm của Hotel rất thuận tiện,1
giường thoải mái,1
"Thái độ phục vụ của nhân viên phục vụ niềm nở, thân thiện, nhiệt tình và chu đáo tạo cho khách có cảm giác như đang ở trong gia đình. Phòng ở tiện nghi và giá cả hợp lý. Tôi rất hài lòng với các dỉch vụ của khách sạn. Lần sau có dịp đến Ninh Bình tôi vẫn chọn Việt Nhật Hotel là nơi nghỉ dưỡng",1
"Chúng tôi ra ga trễ khi tàu vừa tới nhưng còn một số đồ ở khách sạn (đặc sản mua về làm quà) không mang ra kịp, nhân viên khách sạn đã đem ra tận tàu cho tụi tôi. Thực sự vô cùng cảm ơn các bạn ở Việt Nhật.",1
"Khách sạn ngay ga, rất tiện. Khu vực thoáng mát, sạch sẽ. Mọi thứ ok.",1
Phòng sạch. Với giá phải trả thì dịch vụ đáng giá tiền,1
"Phục vụ tốt, nhiệt tình, phòng sạch sẽ",1
Phòng ốc sạch sẽ,1
"Mọi người trong khách sạn nhiệt tình, vui vẻ.",1
"Chủ khách sạn nhiệt tình, tốt bụng.",1
"Nhân viên thân thiệt, nhiệt tình",1
"Nhân viên lịch sự, thân mật. Phòng và khu vực chung sạch sẽ.",1
"Ks to, rộng rãi, tiên nghi, sát bên ga xe lửa Ninh Bình, chủ ks rất thân thiên, tư vấn khá kỹ cho khách du lịch, xe máy cho thuê rất mới",1
"Phòng sạch sẽ, nhân viên chu đáo, nhiệt tình.",1
"Không có gì để thích, sẽ không bao giờ đến nữa.",1
"Ks tiện nghi phòng ốc sạch sẽ , rộng rãi khang trang , view nhìn xa ra biển đep.",1
Hồ bơi đẹp,1
"Phòng nghỉ mới, sạch.",1
Khung cảnh đẹp ấn tượng,1
"Vi tri gan ga saigon, nhan vien than thien, lich thiep.",1
sạch sẽ và nhân viên nhiệt tình,1
Giá hợp lý. Thích hợp với ai đi cong tác 1 mình,1
"Gia đình rất hiếu khách, nhẹ nhàng và chu đáo.Nhà thiết kế đẹp, ấm cúng. Phòng nghỉ sạch sẽ và ngăn nắp.Đi bộ 2' ra chợ đêm và 5' ra phố cổ, rất tuyệt!",1
"Một cảm giác như đang ở nhà vậy. Bữa sáng rất ngon và hấp dẫn. Chủ nhà rất nhiệt tình hỗ trợ. Gần hàng quán và phố cổ.Feel like Home. Staff so friendly. Breakfast is so delicious. Near coffee shop, food shop and inside Hoi An.",1
"Phòng rất sạch sẽ, mới xây nên rất ổn, rất gần phố cổ, đi bộ 5 phút là tới, lại có xe đạp miễn phí chạy lòng vòng. Nhân viên thì rất nhiệt tình",1
"Phòng đẹp như hình, gia chủ thoải mái, vui vẻ nhiệt tình. Vừa đến đã được chú gửi cho 4 cốc nước cam mát lạnh mát lòng. Địa điểm ngay gần phố cổ, đi chơi thoải mái. Ngoài ra điểm cộng nữa là xe đạp miễn phí ♥♥♥",1
Tất cả đều tuyệt vời,1
"Phòng sạch sẽ, khách sạn có xe đạp miễn phí cho du khách rất tiện cho việc đi lại. Từ khách sạn di chuyển ra phố cổ rất thuận tiện.",1
"Nhân viên thân thiện, phòng đẹp, sạch sẽ, đủ tiện nghi, gần khu phố cổ",1
"không khí rất dễ chịu, đồ ăn ngon , khách sạn ổn , nhân viên vui vẻ nhiệt tình",1
View đẹp. thái độ nhân viên tuyệt vời.,1
Phòng ốc đẹp và thoáng,1
"Chủ khách sạn thân thiện. Phòng tiện nghi, sạch sẽ.",1
"Phòng sáng, đẹp, rộng.Bữa sáng ổn",1
"Phong sạch sẽ, ông chủ nhiệt tình, biết làm hài lòng KH",1
Giá trung bình như có bồn tắm,1
Nhà nghỉ có vườn nên mát mẻ và thoáng đãng.,1
"Không gian thoáng mát, yên tĩnh, chủ nhà rất thân thiện... Món ăn rất ngon..",1
"Địa điểm gần cầu Trường Tiền, mất khoảng 5p đi bộ.Phòng nghỉ giá chấp nhận được so với dịch vụ.",1
"Khách sạn ở khu trung tâm rất thuận tiện, giá cả phải chăng. Nhân viên rất nhiệt tình đã chỉ cho mình rất nhiều chỗ ăn uống ngon",1
"1/Gan cac hang du lich lu hanh , xe open tour 2/Thuan tien di lai tham quan cac diem du lich ,gan cac noi an uong .3/Cung cach phuc vu chuyen nghiep,ve sinh sach se hang ngay .4/Gia thue phong & thue xe re .",1
sạch sẽ,1
"phòng tắm thoải mái, mở cửa 24/24",1
Gan trung tam,1
Nhân viên phục vụ rất tốt. Phòng ốc sạch sẽ. Chổ ở tiện đến các khu dịch vụ giải trí.,1
Giá phòng hợp lý.,1
"Tôi rất thích nơi này. Không gian quá tuyệt vời. Nhân viên rất thân thiện và vui vẻ, cảm giác như đang ở nhà.",1
"Phong cảnh tuyệt đẹp, nhân viên phục vụ chi đáo và thân thiện. Chúng tôi sẽ quay lại lần sau.",1
"Cảnh quan đẹp, nhân viên thân thiện.",1
"Rất thích không khí thoải mái thân thiện, thiên nhiên, nhân viên phục vụ gần gũi và chu đáo, các khách nghỉ cũng cởi mở",1
thái độ phục vụ tuyệt vời,1
Được sân rộng,1
"phong sach se, nhan vien than thien,day du tien nghi.",1
"Phòng ở thoải mái, tiện nghi, sạch sẽ, với mức giá hợp lý. Nhân viên rất nhiệt tình, thân thiện",1
Phục vụ,1
"Yên tĩnh,thoải mái,ăn sáng ok",1
"Bình yên., nén có nhiều trò giải trí....",1
Đồng quê,1
"Phong cách phục vụ , Tiện ích, thiết kế của nơi này",1
"Homestay tuyệt vời nhất mà tôi từng ở tại Vietnam! Không gian tuyệt vời, độc đáo, mọi thứ đều sạch, đẹp và thân thiện với môi trường. Vợ chồng anh chủ quán cùng các nhân viên rất nice. Xe đạp được cung cấp miễn phí và chất lượng tốt, một số xe có ghế ngồi cho trẻ em. Bữa sáng ngon, các phòng đều có view nhìn ra hồ rất đẹp và thoáng! Tôi rất ngạc nhiên vì không mấy người Việt đến nơi này. Với tôi Ninhbinh Valley homestay là nơi đáng đến để tận hưởng sự yên bình, nghỉ ngơi, thư giãn và giải trí, bạn sẽ thấy nơi này có đủ mọi thứ bạn thích mà không cần phải đi đâu khỏi khu vực đó! Tôi chắc chắn sẽ quay lại cùng gia đình!",1
"Mọi thứ thật tuyệt vời, rất tiếc thời gian lưu trú quá ít chưa thể tận hưởng hết được nơi này. Rất hoang sơ, giữ được quan cảnh thiên nhiên tuyệt đối. Khi ngồi trên thuyền đi tham quan Tam Cốc tôi chỉ muốn nhanh chóng quay về đây. Không chỉ là nơi lưu trú với tôi đây hẳn là địa điểm tham quan thư giãn và tận hưởng thiên nhiên mà không phải đến các địa điểm du lịch khác. Sự phục vụ chu đáo tận tình khiến chúng tôi thật cảm động. Cám ơn các bạn đã giúp chúng tôi có kỳ nghĩ đáng nhớ.Hẹn gặp lại Valley ASAP.",1
"Cảnh đẹp, nhân viên nhiệt tình và thân thiện.",1
Cảnh đẹp như tranh vẽ... chủ nhà hiếu khách thân thiện...,1
Phòng sạch sẽ. Giá cả hợp lý,1
"Không gian thoáng đãng, gần đường lớn nhưng đóng cửa phòng rất yên tĩnh, rèm cửa kéo vào không bị lọt sáng rất dễ chịu. Phòng tiện nghi và sạch sẽ. Nhân viên thân thiện.",1
"Phòng sạch sẽ, thiết bị hiện đại, vị trí trung tâm, không gian thoáng đãng, có ban công",1
Nhân viên nhớ tôi khi tôi quay lại.,1
Chủ nhà nghỉ thân thiện và nhiệt tình.,1
Khung cảnh núi rất đẹp. Thiết kế khách sạn style & dễ chịu & gây cảm tình. Giường ngủ tốt. Ga giường & chăn tốt. Shampoo & sữa tắm có mùi rất dễ chịu và là sản phẩm thiên nhiên. Nhân viên thân thiện & chuyên nghiệp. Hồ bơi nhìn xuống những cánh đồng bao la. Đẹp!,1
"Từ resort nhìn ra được những cánh đồng cỏ xanh mướt và biên giới Campuchia, phải gọi là cảnh đẹp có một không hai. Phòng ốc đẹp và phong cách phục vụ chuyên nghiệp làm du khách có cảm tình ngay từ lúc xuống xe.",1
"Khung cảnh, phục vụ, mọi thứ đều rất tuyệt và rất xứng đáng để lái xe 200km từ TPHCM lên tận núi Sam. Dù hệ thống giao thông còn tệ, và đường không có nhiều bảng chỉ dẫn, nhưng với Victoria Núi Sam, mọi thứ đều đáng yêu bất ngờ! Mẹ tôi rất thích và hứa sẽ còn quay lại đây nữa!",1
cảnh rất đẹp. very nice landscape,1
"Khung canh dep va mat me, o tren cao nen kha thich",1
View đẹp,1
"Khung cảnh, nhân viên phục vụ",1
"Phong canh, su yen tinh, thoang mat🤗",1
Yên tĩnh. Cảnh quan rất đẹp,1
Tuyet voi,1
"Anh quản lý và bác chủ khách sạn rất nhiệt tình và tốt bụng. Nói chuyện vui vẻ và cởi mở, ngoài ra còn hướng dẫn và gợi ý nhiều lịch trình trên Sapa.---Friendly staff, they guilde and share many tips as local citizen.",1
Chủ khách sạn thân thiện. Phòng ốc sạch sẽ và có view hướng ra núi. ,1
"Nhân viên phục vụ nhiệt tình, chu đáo cùng với các tiện nghi đầy đủ, sạch sẽ với những bữa ăn ngon rất hợp khẩu vị với từng khách hàng. Một sự thoái mái với không gian thoáng đãng, không khí trong lành để song hành cùng kỳ nghỉ của tôi.",1
"su phuc vu, yen tinh va that su cam nhan duoc y nghia cua ky nghi o noi tuyet voi nhu An Phu",1
"Phòng tiêu chuẩn hơi nhỏ. Phòng family thì tuyệt vời. Nhưng nhìn chung tiện nghi, mới và sạch sẽ.Các bạn nhân viên rất tận tụy và thân thiện.",1
Nhân viên vui vẻ,1
