id;content
0;"Khách sạn này tên là khách sạn buồn. Phòng ốc, nội thất, kiến trúc đều cũ kỹ. Không khí tổng thể buồn tẻ, xa cách. Ăn sáng tạm được. Đi bộ từ khách sạn ra biển có nhiều đoạn không có vỉa hè, đi khá nguy hiểm.
              Điểm cộng là view ra cánh đồng đẹp."
0;Đường không quá dốc và vất vả, theo lời kể của người địa phương thì khoảng 1200 bậc thang để lên tới hang. Lên tới hang không gian khá mát, lại có khe hở trên nóc có nắng rọi xuống nên không bị ẩm tháp quá, tôi đánh giá đây là một hang cao, rộng, leo lên trên còn có đường vào sâu một đoạn khá thú vị. Có một chút góp ý là nên bố trí thêm nhiều thùng rác trên đường đi, tốt hơn cho cảnh quan. 
0;"Nói thế nào nhỉ, chỉ đi chơi một ngày với 1 lũ trẻ con và không có phòng nghỉ điều hoà, đi vào mùa hè thì chỉ có thể nói là xông hơi :P
Bãi trượt cỏ bé bé như các resort khác xung quanh Hà Nội.
 một bể bơi trong nhà bé xíu nếu vào ngày nghỉ cuối tuần thì gọi là bể ngâm mới đúng. Bể bơi ngoài trời có khu trẻ con và khu người lớn. Khu trẻ con ổn nhưng khu người lớn có các bậc thang giật cấp, có nơi sâu đến 2,3m nên số lượng người hụt chân khá nhiều, thậm chí phải có bảo vệ chạy xuống lôi những người không biết bơi lên cũng khá thường xuyên :)
Không gian khá nhiều cây xanh và nhiều hồ câu, sẽ rất phù hợp cho bạn nào thích nghỉ ngơi và câu cá.

Nói chung là không đặc sắc hơn các khu resort khác xung quanh đây theo cảm nhận của cá nhân tôi."
1;Con đường khá xa thị trấn, chắc cỡ trên 20km. Lúc mình đi (sau Tết nguyên đán) hoa mận vẫn còn, cả con đường bạt ngàn rừng mận 2 bên tuyệt đẹp. Dừng xe vào vườn chụp ảnh, hái ít mận... không thấy có người chặn. Rất vui.
1;"Khách sạn đẹp, tốt. Ăn cũng khá là ngon. Nhưng mà khách sạn không có bể bơi đâu nhé.
Phòng lễ tân cũng khá là rộng."
1;"+ Kết nhất cái không gian thoáng đãng, mát mẻ và thơ mộng của nhà hàng, cảm giác phiêu bồng, lãng mạn, với gió, với mây nước...
                  Buổi tối mùa hè đến đây chắc chắn là lựa chọn lí tưởng  rồi... gió mát rượi, phóng tầm mắt ra hồ Trúc Bạch, vừa thưởng thức đồ ăn vừa tha hồ ngắm cảnh. Đặc biệt nếu mà đi với gấu nên chọn chỗ ngồi cạnh hồ thì không còn gì lãng mạn hơn…… 
                  + Bánh tôm thì mới nhìn trông khá bắt mắt, chiên vàng… ăn thử 1 miếng đầu tiên sẽ cảm nhận được vị hơi ngọt của lớp bột chiên bên ngoài, giòn giòn mà dai dai, tôm thì khỏi chê luôn… Ăn kèm với rau thơm và nước chấm… 
                  + Giá cả có vẻ hơi “chát” với sinh viên
                  + Nhân viên thì thấy mấy cô trông chẳng niềm nở, dễ gần gì cả, mà chắc tại đông khách nên họ dễ cáu, mặt lạnh…
                  Nói chung là đến 1 lần chỉ “hận” không thể đem cả cái không gian và đống đồ ăn ấy về nhà…"
1;"Nếu bạn không có nhiều thời gian nhưng vẫn muốn tận hưởng không khí mát lạnh giữa mùa hè oi ả. Nếu bạn muốn chìm mình trong làn sương bảng lảng thay vì phủ kín xung quanh bằng áo chống nắng, khẩu trang giữa trời Hà Nội 39 độ. Hay chỉ đơn giản bạn thích được đổ đèo, vượt dốc thì Tam Đảo là một điểm đến lý tưởng cho dịp nghỉ ngắn ngày.
                                              
                                              Tam Đảo chỉ cách Hà Nội hơn 80km đường bộ. Rời trung tâm, đi theo dọc đường Phạm Văn Đồng, qua cầu Thăng Long, bạn sẽ được chỉ dẫn vào đường quốc lộ 2 đi Việt Trì. Đường đi khá bằng phẳng và dễ đi. Bạn có thể dành chiều thứ 7 đi 3 tiếng lên Tam Đảo và về Hà Nội vào chiều hôm sau.
                                              
                                              Hành trang các bạn mang theo ngoài quần áo, đồ ăn nhẹ (nếu cần) thì còn cần 1 chiếc áo khoác nhẹ bởi buổi tối ở Tam Đảo rất lãng mạn. Một thị trấn nhỏ hiện đại mọc lên giữa lòng núi rừng nhưng không khí se sắt với những con đường dốc nho nhỏ, thi thoảng sương buông xuống xùa vào làn tóc bạn, phả hơi lạnh vào người sẽ khiến bạn bất giác phải tìm lấy  bàn tay ấm của người đồng hành. Cùng nhau đi bộ trong sương, cùng nhau ôn lại những kỷ niệm cũ và quên hẳn đi một Hà Nội sáng rực, nhiều đèn nhưng cũng nhiều bụi bặm, xô bồ. 
                                              
                                              Nếu đã ghé tới Tam Đảo, chắc hẳn bạn sẽ không quên sà vào những hàng quán nướng ngay vệ đường và thưởng thức ngay một con gà đắp đất hay vài quả trứng nướng. Và cũng không quên gọi ngay một đĩa su su xào - đặc sản cây nhà lá vườn. Su su như một thương hiệu của Tam Đảo, lên Tam Đảo người ta phải ăn su su và chưa ăn được su su, bạn chắc là bạn chưa lên tới Tam Đảo. Loại rau dễ ăn, mọc khắp các sườn đồi được người bản địa cắt trong sương sớm khi khách du lịch còn đang cuộn mình trong chăn bởi đêm hôm trước bị men rượu làm cho tê dại.
                                              
                                              Nghỉ ở Tam Đảo cũng không quá đắt và giá phòng cũng tùy thuộc nhu cầu của du khách. Loại phòng có điều hòa sẽ đắt hơn phòng không điều hòa từ 50 - 100k tuy nhiên không khí ở miền sơn cước này cũng chẳng khiến bạn phải thuê phòng điều hòa.
                                              
                                              Dịch vụ wifi - truyền hình cáp cũng lên tới Tam Đảo từ lâu. Do đó bạn vừa có thời gian nghỉ ngơi, thư giãn nhưng vẫn có thể cập nhật những thông tin xã hội hay check in những bức ảnh tuyệt đẹp tại đây.
                                              
                                              Tam Đảo không nhiều chỗ chơi nhưng nếu có thời gian,bạn hãy đi hết một vòng những địa điểm như: Nhà thờ Đá, Thác Bạc, tháp Truyền hình, cổng trời, hay tham quan một vườn su su của dân bản địa ở đây.
                                               Một số hàng quán còn chưa đảm bảo vệ sinh. "
1;"Đến Ninh Thuận vào một ngày đầu tháng 11, từ Hà Nội se lạnh, tôi thực sự ngỡ ngàng khi thấy nắng Ninh Thuận vẫn rát bỏng da, bỏng đường, bỏng cây bỏng lá.
                                              Chẳng những nắng mà còn gió, gió lớn tới mức cầm ô đi ngoài đường, 1 tay cầm ô, 1 tay phải giữ chặt vành ô kẻo bất cứ lúc nào gió cũng có thể tốc ngược ô lên trời :)
                                              Nhưng cái cảm giác khó chịu và hơi kì cục đó biến mất khá nhanh chóng, nhường chỗ cho những cảm xúc khác :)
                                              Tôi thích ngắm những nụ cười chân chất, hiền lành của người Ninh Thuận, hàm răng sáng bóng nổi bật trên làn da đen giòn; tôi thích những cốc sinh tố hoa quả, sữa ngô rẻ một cách không thể tưởng tượng nổi mà chất lượng thì chỉ có thể dùng hai chữ &quot;tuyệt vời&quot;: chỉ 7-9.000đ/1kg một loại hoa quả nào đó như cam, xoài, ổi, bí đao, lô hội...thế là xay ra biết bao sinh tố hay nước ép... mấy ngày ở đó, tôi không thể chán nổi chu trình sáng sáng đi ăn sáng, cafe rồi lại lao ra hàng sinh tố :D mua sữa ngô cho cả 1 ngày, uống đã đời lô hội lẫn cam tươi...
                                              Các món ăn ở Ninh Thuận cũng là thứ tôi rất thích, nhất là mấy món mắm chấm, cho dù ko nhớ tên nhưng thời điểm đó tôi nghiện vô cùng - cà xanh của Ninh Thuận cắt nhỏ ra, chấm ăn sống cùng mắm sao mà lại ngon đến thế; cả những loại cá ăn ko biết chán cùng những tô canh chua có hương vị tuyệt vời. 
                                              Nho Ninh Thuận và táo xanh Ninh Thuận không cần giới thiệu nhiều, nhiều người đã biết. Nhưng có 1 thứ Ninh Thuận chưa làm được thương hiệu đó là tỏi và hành. Nếu như nhiều người chỉ biết tỏi và hành Lý Sơn ngon thì khi vào tới Ninh Thuận chúng tôi mới biết, ở Ninh Thuận cũng có tỏi và hành ngon không kém; dĩ nhiên so với đồ chính hãng Lý Sơn, có thể không hoàn toàn sánh bằng nhưng chính vì chất lượng gần như nhau nên thương lái lại thu mua cực kì nhiều tỏi và hành Ninh Thuận để bán với nhãn mác Lý Sơn.
                                              Thành phố Ninh Thuận nhỏ thôi, biển cách đó tầm 5km; từ Thành phố, chiều chiều khi xong công việc, bạn có thể chạy xe ra bờ biển ngồi nhậu các món hải sản tươi, ngon và rẻ bên bờ biển lộng gió.
                                              Biển Ninh Thuận khu sát Thành phố không hoàn toàn đẹp nhưng chỉ cần đi dọc bãi biển ra xa khu ăn uống, sinh hoạt một chút, nước biển xanh như không thể xanh hơn, cộng với ánh nắng chói chang và bờ cát trắng, cảm xúc của người đứng trước biển đặc biệt cực kì.
                                              Chúng tôi cũng dành thời gian đi thăm Tháp Chàm Phan Rang và cũng thấy rất thú vị với nơi này. Tôi ít khi thích những thứ thuộc về di tích, kiến trúc - tôi thích cảnh đẹp hiện tại và thiên nhiên hơn nhưng với Tháp Chàm Phan Rang thì tôi thật sự thích. Nhìn Tháp Chàm, nhớ lại những câu chuyện cổ từng đọc, cảm giác như mình đang đứng ở 1 thế giới cũ kĩ cổ xưa nào đó, chỉ muốn im lặng cảm nhận và không cần thốt lên bất cứ lời nào.
                                              
                                               Nếu như có 1 điều gì đó không thích ở nơi này - có lẽ chỉ là vì nắng quá mà thôi và đồ ăn như mọi tỉnh ở khu vực phía nam, đều hơi bị ngọt. "
1;"Là 1 chàng trai sinh viên còn rất trẻ với niềm đam mê du lịch và  ưa khám phá,chắc có lẽ tôi sẽ không thể nào quên được cái cảm giác lần đầu tiên được đi du lịch đến một hòn đảo vô cùng đặc biệt đó là hòn đảo Quan Lạn. 
                  Chiếc tàu cao tốc xuất hiện được trang bị đầy đủ các thiết bị, chỗ ngồi đẹp tạo thuận lợi cho tôi và mọi người phóng tầm mắt ra xa chiêm ngưỡng 1 khung cảnh non nước thật tuyệt vời...
                  Đó là vào 1 ngày nắng đẹp, nước biển trong xanh, ánh nắng chan hòa, chiếc tàu đưa tôi từ cảng Cái Rồng lao vun vút trên mặt nước biển xanh đến đảo. Từng đảo đá một ở 2 bên hiện dần ra khiến tôi và mọi người đều ồ lên 1 tiếng mà trầm trồ khen ngợi.
                  Tàu của chúng tôi như 1 nhân vật chính trên 1 sân khấu to rộng lớn, và những đảo đá 2 bên như những chiếc rèm di động thông minh, tàu đi đến đâu cảm giác như những chiếc rèm đó lại mở rộng 2 bên để chào mừng tàu tiến vào, và chào đoán tôi bằng với những khung cảnh thơ mộng, những đảo đá xanh hùng vĩ khác. 
                  Tàu lướt trên mặt nước nhẹ êm, rẽ đôi dòng nước bắn ra 2 bên trong thật là đẹp và chỉ tầm 45 phút chúng tôi đã nhìn thấy 1 hòn đảo lớn ở ngay trước mắt. Dần lại gần, tôi đã thấy 1 lá cờ tổ quốc lớn đang bay phấp phới trong gió như chào đón tôi và từng du khách lên đảo. Tôi chợt cảm thấy thật tự hào và yêu đất nước mình hơn. Một sự chào đón nhẹ nhàng, giản dị nhưng đầy ý nghĩa như khung cảnh và con người nơi đây vậy.
                  Rời tàu lên trên đảo, chờ sẵn tôi và đoàn du khách là những chiếc xe túc túc được sắp xếp theo hàng lối, không lộn xộn, không tranh giành và mỗi xe đều gắn 1 là cờ Việt Nam trông thật đẹp.
                  Tôi chọn cho mình 1 xe và bắt đầu di chuyển đến khách sạn. Quan Lạn là 1 hòn đảo nhỏ mới được nhà nước đưa vào khai thác để phát triển ngành du lịch  nên còn giữ được rất nhiều nét tự nhiên. Tuyến đường di chuyển về với khách sạn đang được thi công và mở rộng, đường đã được đổ bê tông. Di chuyển bằng túc túc dễ quan sát thấy được khung cảnh 2 bên, bên phải là những dãy núi hàng cây cao, bên trái là biển với những con sóng nhỏ chạy xô bờ với 1 màu xanh biếc.
                  Chỉ mất khoảng 10 phút xe đã đưa tôi đến khách sạn, những khách sạn không được lớn lắm nhưng so với 1 hòn đảo mới được đưa vào hoạt động du lịch thì như vậy cũng là 1 điều đáng tự hào. Nhân viên ở đây là chủ yếu là những người dân trên đảo được đào tao sơ qua về nghiệp vụ khách sạn nhà hàng, nhưng phong cách làm việc của họ sẽ khiến bạn ngạc nhiên về sự nhanh nhẹn, nhiệt tình và chuyên nghiệp.
                  Nước ngọt và điện 2 yếu tố quan trọng nhất cũng đã về tới đảo. Vì vậy phòng ở đây vô cùng sạch sẽ, thoáng mát, tất cả đều có điều hòa và hướng nhìn ra biển và điều đặc biệt hơn giá ở đây không đắt và rất hợp lý.
                  Nói đến dịch vụ ăn uống cũng khiến tôi và hầu hết du khách khá hài lòng vì đầu bếp ở đây chế biến ngon, có đầy đủ các loại hải sản mà tôi tin chắc không thua kém gì so với trong đất liền.
                  Buổi chiều mọi người có thể tự do đi bộ ra biển, và điều khiến tôi và du khách ngạc nhiên hơn hết đó là nước biển ở đây rất trong xanh và cát thì trắng mịn - điều mà bạn không thể tìm thấy ở các bãi biển khác như Sầm Sơn (Thanh Hóa) hay Quất Lâm (Nam Định). Bạn có thể hoàn toàn yên tâm khi tắm ở đây, nước biển xanh sạch đẹp, những con sóng không quá lớn đủ để bạn thỏa thích nô đùa. 
                  Thật tuyệt với nếu như bạn đến đây cùng với người bạn đời của mình, cùng nhau ngồi ngắm hoàng hôn trên biển hay cảnh bình minh sáng sớm, tất cả thật đẹp, thật lãng mạn và nhẹ nhàng đủ cho bạn có những giây phút khó quên. Và tiếc lần đi đó tôi không có ai ở bên, chắc chắn rồi tôi sẽ quay trở lại nơi đây với người con gái yêu quý,còn bạn thì sao?
                  Với chiếc 1 máy ảnh bình thường bạn cũng sẽ phải bấm tách liên tục khi không thể cầm lòng được trước vẻ đẹp nơi đây. Không rộn ràng nhộn nhịp như Cô Tô, Quan Lạn chọn cho mình 1 sự bình yên giản dị nhưng không kém phần hấp dẫn.
                  Bạn có thể đi thăm đình Quan Lạn hay đi chụp hình với những bãi đá trắng ven biển nơi đây rất đẹp. Quan Lạn còn giữ cho mình nét hoang sơ thiên nhiên, con người nơi đây hiếu khách, thật thà và chân tình. Sau khoảng thời gian làm việc căng thẳng và vất vả thì Quan Lạn xứng đáng là nơi chúng ta tìm đến nghỉ ngơi thư giãn, nơi ta sống thật với bản thân mình và là nơi ta hòa mình với thiên nhiên. Là 1 hòn đảo mới đi vào hoạt động du lịch nên các dịch vụ ở đây còn hạn chế, chưa có các dịch vụ xông hơi, matxa, spa, các khu vu chơi giải trí.
                  Hệ thống điện ở đây nên được nâng cấp để có thể hoạt động tốt hơn vì còn hay bị mất điện (mặc dù các nhà hàng đều có máy phát)"
1;"Siem Reap với Angkor Wat quả không hổ danh là một kỳ quan thế giới, với nhiều đền đài, cảnh trí đẹp, luôn là điểm đến được du khách khắp thế giới ưa chuộng. Cách làm du lịch ở đây cũng tương đối chuyên nghiệp, dịch vụ đầy đủ, nhiều hạng vừa túi tiền của mỗi người.
                                              Với những người yêu thích du lịch ở Việt Nam, đây có thể coi là một điểm *bắt-buộc-phải* đến ít nhất một lần trong đời. Vị trí gần, chi phí không quá cao, thời tiết tương đối giống TPHCM và các tỉnh phía Nam. Nothing."
0;"Ưu điểm nổi bật là khuôn viên đẹp.
                  Còn lại thì các hạng mục khác ở mức bình thường, chưa hấp dẫn để quay lại."
0;Cầu Mây thuộc bản Lao Chải - Tả Văn, khung cảnh ở đây với những ngôi nhà sàn dân tộc bên bờ suối cũng khá thanh bình, nhưng không thật ấn tượng. Nếu ít khi được trải nghiệm cảm giác trên một chiếc cầu gỗ treo dây thì đây cũng là một trải nghiệm mới mẻ. Cảnh sắc thanh bình tĩnh lặng. 
1;"Nếu bạn nào thích tắm biển thì biết rằng ở Miền Bắc có rất ít những bãi biển đẹp, rất khó để chọn một nơi đẹp hoang sơ mà đi lại thuận tiện, dịch vụ có giá cả hợp lý. Cô Tô là một ngoại lệ. Tôi đã đến Cô Tô và vẫn muốn trở lại nơi này bởi đó là một trong những nơi đáng đến nhất ở Miền Bắc. Lý do chính là bởi những bãi biển ở Cô Tô. Bãi biển ở đây khá đẹp và da dạng. Đến Cô Tô bạn có thể chọn bãi tắm có sóng to như Bãi Vàn Chảy (rất phù hợp với các bạn thích nhảy sóng, cảm giác mạnh), bạn có thể đến bãi tắm hoang sơ như bãi Hồng Vàn, Bắc Vàn,... nhưng có lẽ bãi biển mà tôi thích nhất chính là ở đảo Cô Tô con. Bạn sẽ mất chừng 20 phút đi tàu từ đảo Cô Tô ra Cô Tô con. Nhưng sẽ không mất công của bạn đâu, bởi Cô Tô con hoang sơ và đẹp tuyệt. Nhóm chúng tôi khoảng 20 người sau khi bơi ở đó hơn 2 tiếng mà vẫn chưa ai có ý định lên bờ. Nếu nước biển không dâng và sức khỏe không cho phép thì có lẽ chúng tôi còn ở đó đến qua trưa. Bãi biển ở Cô Tô con ấn tượng với du khách đầu tiên bởi bãi cát trắng mịn màng, rừng thông xanh vi vút gió. Bạn có thế lội từ bờ ra xa khoảng hơn 100m nhưng nước chỉ ngang vai của bạn. Nước trong, xanh và sạch vô cùng. Xung quanh là những hoàn đảo lớn nhỏ của quần đảo Cô Tô khiến cho bạn cảm thấy khung cảnh thật thơ mộng chứ không chỉ là một đường chân trời xa tít, nhàm chán. Có một điều đặc biệt, là tại bãi biển này, khi chúng tôi lặn xuống thì bắt được rất nhiều vẹm biển, cua biển nhỏ, và thậm chí cả một chú bạch tuộc con. Vẹm biển bám vào nhau thành từng tảng, như tảng đá, nhìn bên ngoài rất khó phát hiện. chúng tôi cũng thấy khá nhiều cá, chúng rất dạn dĩ và bơi qua lại như không hề có sự góp mặt của chúng tôi, nhưng để bắt được chúng thì là điều rất khó. Với số vẹm bắt được, cả đoàn chúng tôi đã có hai đĩa lớn vẹm hấp tươi ngon và quan trọng là một trải nghiệm hết sức thú vị.
                                              Những bãi biển ở Cô Tô thực sự rất hấp dẫn bởi còn khá hoang sơ, khách du lịch không quá đông và có nhiều bãi tắm để lựa chọn. Nếu bạn muốn đi du lịch với giá khoảng 3 triệu đồng/người cho 4 ngày, 3 đêm thì Cô Tô là một nơi bạn nên nghiên cứu. Hiện tại dịch vụ tại Cô Tô khá đơn giản, ngoài tắm biển, ngắm cảnh thì các loại hình giải trí khác chưa phát triển. Thêm nữa với những bạn bị say sóng thì quãng thời gian gần 2 giờ đồng hồ lênh đênh trên biển hẳn không dễ chịu chút nào."
1;Gia đình tôi có kỳ nghỉ cùng công ty tại Hạ Long, một buổi tối cả đoàn vào Tuần Châu chơi (trong khoảng từ 6h30 đến khoảng 9h30 tối). Nói chung là được. Có nhiều các hoạt động  vui chơi giải trí, một số người trong đoàn thích xem nhạc nước, một số thì thích chơi điện tử, trẻ em đặc biệt thích màn biểu diễn của cá heo
1;"Ốc là món ăn khoái khẩu của nhiều người trẻ, đặc biệt là học sinh sinh viên, và ốc cũng chinh phục được khẩu vị của nhiều người sành ăn.
Ốc Vân Béo mở được trên dưới chục năm ở phường Đồng Quang, giữa thành phố Thái Nguyên là địa chỉ không thể bỏ qua của những người mê ốc từng đặt chân đến thành phố. nếu bạn không mê ốc thì cũng hãy thử đến đây một lần để khẳng định lại rằng mình có mê ốc không.
Còn gì thú vị hơn là những lúc rảnh rỗi được la cà quán xá, vô ốc Vân Béo để thưởng thức món ốc luộc nóng hổi vừa thổi vừa khều, hít hà hương ốc nóng, cảm nhận miếng thịt ốc giòn dai thấm vị nước chấm đậm đà hương gừng tỏi sả chanh.
Ngoài ốc luộc, Vân Béo còn phục vụ ốc xào cay vs hương vị rất riêng. và nữa là các món ăn vặt quen thuộc và nước giải khát.
Thêm một điểm cộng cho Ốc Vân Béo là quán rộng, khoảng 200 bàn, phục vụ chuyên nghiệp, nhanh nhẹn. Giá cả lại cực kì hợp lý, chỉ chưa đến 100k cho cuộc hẹn 4 người khá thoải mái.
Điểm trừ là quán trong ngõ phải di chuyển đến bằng các phương tiện cá nhân.
Tuy nhiên đến Thái Nguyên hoặc đang ở Thái Nguyên mà không thưởng thức ốc Vân Béo thì thật đáng tiếc."
1;"Đến Sa Pa, mỗi người đều mang trong mình vài điều cảm nhận. Sa Pa mờ sương. Sa Pa một ngày có bốn mùa. Sa Pa vương quốc của các loài hoa… Sa Pa là một điều gì đó rất khó định hình và miêu tả. 
                                              Con đường du lịch lên núi Hàm Rồng bao la là thuốc. Những cây mật gấu, thuốc tắm dân tộc Dao, thuốc bộ 10 vị truyền thống... tất cả được xếp ngay ngắn trên sạp hàng chênh chếch theo độ dốc thoai thoải, chúng tôi được khai vị trà nấm Linh chi buổi sáng, với lời chào mời của chủ hàng, chén trà trên tay nóng hổi, nguyên mùi thơm. Nó man mác ngòn ngọt như cam thảo, thơm thơm đậm đặc một vị thuốc bắc... tất cả lưu giữ trong họng hương vị ngọt ngào mà thanh khiết.
                                              Vườn hoa trung tâm kia rồi. Rực rỡ màu hoa, đẹp như tấm thảm đủ màu sắc xanh, vàng, tím, đỏ, da cam. Thoai thoải và chênh chếch. Chữ Sa Pa màu huyết dụ hiện trên nền hoa. Tuyến đường lát đá xanh gọn ghẽ uốn lượn. Mặt trời làm bừng sáng lên sắc màu với nhiều gam độ khác nhau. Ở đây, các tay máy ảnh được phát huy tác dụng. Họ bấm máy hết công suất. 
                                              Từng đoàn người, già có, trẻ có, người tây có, cứ nối tiếp xếp hàng chụp ảnh để ghi lại những giây phút này, màu sắc này. Ngoảnh về phía trái, bảy, tám cây móc xếp hàng, ôm ấp về phía sườn núi. Tán lá xanh ngắt, thăng bằng tàu lá đu đưa như bàn tay người lực sĩ đang tập thể hình. Dòng người lại đi, lại nghỉ, lại chụp ảnh, lại thưởng ngoạn.
                                              Đôi khi bất chợt, gió lạnh lùa trong từng tà áo ấy như là ta vừa lấy chiếc khăn lạnh xoa nhẹ lên má, lên đầu. Đứng trên độ cao này, bồng bềnh giữa sương bay, màu sắc căng tròn con mắt, tai ta nghe thấy tiếng trống, tiếng hát văng vẳng ở trên cao.
                                              Đêm Sa Pa, cả đoàn dạo bộ trên vỉa hè. Mơ hồ và trong trẻo như khi ta lạc giữa phố đông mà vẫn dễ chịu. Cảm giác này dễ thấy ở Đà Lạt. Những con đường cắt ngang, cắt dọc theo bản quy hoạch về một thị xã trong tương lai gần. Những viền hoa bên bờ hồ, trang điểm cho hồ thêm rực rỡ, sáng láng. Kỳ ảo nhẹ nhàng mà thanh khiết. 
                                               Vườn hoa cách điệu, điểm xuyết góc cạnh của mặt hồ Sa Pa. Từ trên vỉa hè, nhìn sang bờ bên kia mới thấy sự toả sáng vẻ đẹp của quy hoạch. Màu tím xen kẽ màu vàng, màu hồng xen kẽ màu diệp lục… tất cả đem lại hương vị thanh sạch cho những ai bách bộ quanh  hồ. 
                                               Phố huyện về đêm lặng lẽ như lời thì thầm của gió. Những nhà hàng cửa hiệu, đèn điện sáng như sao. Những chàng trai, cô gái Mông, Dao lại thao thức thâu đêm, trăn trở câu chuyện tình còn dang dở. Họ lặng thầm bên nhau, trao cho nhau ánh mắt, nụ cười, những câu hát dân ca, lặng thầm trong tiếng đàn môi dìu dặt. Đường lên Sa Pa gập ghềnh hiểm trở, nó giống như cái hàng rào mà người khách du lịch phải vượt qua thì mới đến được với mảnh đất diệu kỳ thơ mộng ấy."
1;"Chào đón đoàn chúng tôi là một không khí hết sức thân thiện từ các nhân viên khách sạn và các vị khách ở sảnh. Chúng tôi có thể trò chuyện hết sức cởi mở với họ về mọi thứ ở Sapa và khu vực xung quanh, nhận bia miễn phí bằng cách like Fan page của khách sạn, thậm chí còn được mời ăn tối cùng họ.
Từ khách sạn, có thể đi bộ 5&#039; tới tất cả các điểm đến chính của Sapa."
1;Cầu Thê Húc dẫn vào đền Ngọc Sơn quá đẹp. Giá vé người lớn vào đền Ngọc Sơn bây giờ là 30 ngàn, hơi cao. Đền Ngọc Sơn cũng đẹp nhưng mình thì không thấy có gì khác biệt nhiều lắm so với các chùa, đền khác. Ấn tượng nhất trong đền Ngọc Sơn là tiêu bản cụ Rùa trong tủ kính.
1;Việc mua vé lên tàu khá dễ dàng, ngoại trừ dịp cao điểm vì khách đông. Tàu sạch sẽ và chạy êm nhưng cần chú ý thời gian thăm vịnh để lên tàu trở về đất liền nếu như không thuê tàu riêng vì còn các hành khách khác trên tàu. Trên tàu có hướng dẫn viên du lịch nghiệp dư. Vào hang động rất đẹp, đặc biệt động Thiên Cung, nếu có hướng dẫn viên giải thích sẽ thấy thú vị hơn. Có thể đi thăm  nhiều hang động một lúc vì khá gần nhau. Ngoài ra còn có thể mua hải sản tươi sống ngay tại một số tàu hoặc nhà bè.
1;"Lăng vua Minh Mạng được đánh già là lớn nhất và có kiến trúc cổ xưa nhất trong các lăng. Vua Minh Mạng là 1 trong những vị vua giỏi nhất và có nhiều công trạng, rất chú trọng trong xây dựng các công trình hay thi cử nên lăng được đầu tư với nhiều kiên trúc, rộng và đẹp, hiện nay vẫn còn gần như là nguyên vẹn. Đây là lăng xa trung tâm Huế nhất, khoảng 12 km. Mình ko có để ý địa chỉ của Lăng, tuy nhiên Lăng ở xã khá nghèo, đường vào Lăng bạn sẽ gặp các nhà dân bế con rồi cho trẻ con ra bán chuối, nước uống, xin tiền, mình advise bạn nên cho tiền chứ ko nên mua, vì đoàn mình có mua nước uống nhưng là nước ko nguồn gốc rõ ràng, là nước đóng trong vỏ chai cũ rất ko an toàn. Trong lăng rộng rãi, mát mẻ, vãn cảnh rất thích. 
Giá vé là 100k/1 vé/1 người lớn"
1;"Tốt nhất đảo Quan Lạn trong thời điểm hiện tại, nhiệt tình, hiếu khách.
Bạn sẽ có trải nghiệm ốc đảo giữa biển khơi khi qua đêm tại đây."
0;"Chỉ khen được mục ăn sáng, còn mục dịch vụ, phòng ốc, bể bơi...đều chưa hài lòng.
Khu nhà cấp 4 nhiều muỗi, lại bị mùi rác ở khu xử lý rác bên cạnh bay sang làm ô nhiễm.
Khu nhà tầng có thể sẽ khá hơn chăng? (Mình chưa ở khu nhà tầng nên chưa biết)"
