reviews	sentiment
Đèn trong phòng hơi tối, wifi chập chờn, cáp tivi hơi ít kênh, hay mất sóng. ko order được món ăn ban đêm.	1
- Wifi ở phòng rất yếu.- Chưa có hệ thống phát điện dự phòng khi gặp sự cố.- Tivi, dùng internet để phát sóng, thường gặp sự cố vì wifi chậm, các kênh còn ít, không có các kênh thông thường.- Spa, bar chưa hoạt động khi gia đình tôi lưu trú vì khách sạn mới khai trương.- Mặt bàn bida chất lượng kém.- Khu vực công cộng (cầu thang, nhà vệ sinh, phòng ăn) còn nhiều bụi, chưa được quét dọn.- Hồ bơi lạnh, có một chút bụi bẩn nhưng nhìn chung là sạch, trong, có thể nhìn thấy đáy hồ.- Spa không phân khu riêng cho nam và nữ.- Phòng Gym ít thiết bị.- Hơi xa bãi biển, đi bộ khoảng 100m để đến biển.	1
Ngày đầu tới nhận phòng bên nhà hàng làm ăn không thể chịu được. Gọi hỏi menu, gọi món và dọn đồ ăn xuống mỗi thứ mất mấy tiếng đồng hồ mới có nhân viên làm. Nhưng hôm sau chắc được nhắc nhở nên phục vụ rất tốt.	1
Du khách Trung Quốc ồn ào, bất lịch sự	1
Nội thất chưa xứng tầm 4 sao	1
Cải thiện đường đi vào khách sạn, tăng cường độ ngon của bữa sáng	1
Đêm ngủ rất ồn	1
điều hòa phòng kêu to, phòng thiết kế hơi bí, ngủ dậy đau đầu	1
Di ra bien hoi xa, buffee sang chua ngon lam	1
ổ điện yếu, lavabo ko thoat nuoc	1
Phuc vu	1
Từ khách sạn ra bãi biển khoảng hơn 300m nên hơi xa. Ngõ vào khách sạn không đc sạch sẽ	1
- Cách phụ vụ ở đây thiếu chuyên nghiệp khi bộ phận Lễ Tân có sự gian dối về thông tin nhận phòng của khách. Tôi phải liên hệ với Booking để giải quyết.	1
Buổi sáng kg fai buffet. Ngày đầu chỉ có 1 món, ngày sau 3 món mà mỗi món ít quá	1
Đồ ăn thực sự tệ. Buffet sáng ít món, món ăn được làm ko cẩn thận Ví dụ như món mỳ ý: sợi mỳ vẫn còn sống. Mong ks cố gắng thay đổi chất lượng bữa sáng. Có cảm giác nhân viên tiếp tân buổi chiều hòa đồng vui vẻ hơn nhân viên ban ngày (nhân viên ko cười vui vẻ khi gặp khách)	1
Ko có khuôn viên, vườnBể bơi nhỏBữa sáng ko đc ngon, ít món	1
Sauna khách không biếc sử dụng khi vào lạnh tanh	1
Wi-Fi	1
Bồn vệ sinh không có vòi rửa nên còn khá bất tiện	1
Khu sảnh chỗ thang máy chưa đc vệ sinh, hệ thống cửa ban công không tốt nên buổi tối có nhiều con bọ bay vào phòng ( cái này kinh khủng đối với trẻ em).	1
Thang máy chung của tòa nhà khá chậm	1
Thang máy chờ lâu,muốn tắm hồ bơi di chuyển thật bất tiện,khách ở phòng khác rất ồn ào,phức tạp.gđ tôi đã bị khách phòng khác đập cửa quấy rầy liên tục và còn chửi bới gđ tôi mà k thấy sự can thiệp của quản lí khu căn hộ.	1
Nhân viên nên có trách nhiệm hơn một chút.	1
Vòi tắm căn 4246 bị hỏng chế độ vòi xả cầm tay nên bất tiện cho việc sử dụng khi tắm và vệ sinh, đặc biệt là đối với trẻ con còn bé. Cần lưu ý để sửa chữa lại	1
Phòng ốc ko dọn dẹp kỹ, màng nhện giăng đầy tường! Khi book phòng chụp hình khác với thực tế. Gia đình chúng tôi book phòng có 1 giuong lớn và 1 giuong kiểu nhật nhung luc nhan phong nhan báo ktra lại roi cũng ko đổi và xin lỗi. Cách phục vụ quá tồi.	1
Thông tin trên booking không đúng thực tế (Không có giá phơi đồ, bể bơi phải mua vé sau đó hoàn tiền, đồ vệ sinh cá nhân thiếu, đồ bếp thiếu nhiều thứ, giá bao gồm 10%VAT nhưng không có hóa đơn và cũng không hoàn tiên...) Nhân viên lễ tân và dọn dẹp không có nghiệp vụ khách sạn; thang máy ít và dở tệ. Đúng chất của đại gia điếu cày!	1
Can ho Cho thue khong ke ro rang ve be boi va phong tap the hinh khong co, phai su dung qua ben khach san that bat tien. Can ho bui ban, do dung sinh hoat khong co.. Can ho  tran nha chay  nuoc nhieu ngay moi co nguoi toi sua;)	1
Thẻ thang máy chỉ đi đến được tầng của phòng mình ở, muốn xuống phòng quản lý ở tầng 31 hoặc đi đến các tầng dịch vụ khác rất khó khăn. Bể bơi thu $2/người/ngày. Giá bao gồm 10%VAT nhưng không có hóa đơn và cũng không hoàn tiền. Nhân viên không giới thiệu kỹ các dịch vụ khi mới đến.	1
Tôi đã book căn hộ 2pn trên booking nhưng trc khi đi tôi nhận đc điện thoại của KS báo hết căn hộ như tôi đã đặt và yêu cầu tôi đổi sang căn 1pn. Phòng không được chuẩn bị kỹ trước khi khách đến, có bụi , thiếu dầu gội đầu, kem đánh răng, và khăn tắm	1
Thông tin trên booking không đúng thực tế (Không có giá phơi đồ, bể bơi phải mua vé sau đó hoàn tiền, đồ vệ sinh cá nhân thiếu, đồ bếp thiếu nhiều thứ, giá bao gồm 10%VAT nhưng không có hóa đơn và cũng không hoàn tiên...) Nhân viên lễ tân và dọn dẹp không có nghiệp vụ khách sạn	1
Tuy nhiên ko có sảnh và phòng thiếu máy sấy tóc.	1
căn hộ trên tầng 41 mới được bàn giao và đưa vào sử dụng nên việc sử dụng chung thang máy với công nhân xây dựng. Một số vật dụng trong phòng tắm vẫn chưa có như móc treo quần áo. Gọi và chờ thang máy khá lâu. Không được sử dụng bể bơi và phòng gym miễn phí như trong quảng cáo.	1
Đồ dùng nhà bếp chưa được đầy đủ cho nhóm 7 người ,thang máy đợi lâu, đèn tại sảnh đôi lúc không đủ sáng..	1
Mật độ thang máy quá đông, mất thời gian chờ	1
Thang máy quá tệ, chờ rất lâu, nhà vệ sinh có gián !!!	1
Ko đủ bột giặt và gia vị	1
Phòng bẩn, rắc của khách cũ để lại không dọn. Phòng rất mùi. Sẽ không  ở đây trong lần tới	1
Cửa kính cửa sổ hơi bẩn k thể nhìn rõ cảnh bên dưới bãi biển. K có tivi phòng ngủ.	1
Phòng tắm có vách kính thì sạch sẽ hơn.	1
Thang máy chờ quá lâu, dọn phòng vào buổi chiều, dọn phòng qua loa.	1
Không thấy dọn phòng (family)Thang máy chờ lâu	1
Có rất nhiều tiếng ồn ào từ phòng kế bên như đống đinh hoặc tiếng động như sửa chữa nhà từ sáng sớm 7 hoặc 8 giờ trong kỳ nghĩ của tôi.	1
Wifi bị hỏng, đã báo nhưng đến lúc về vẫn không ai sửa	1
Thang máy quá ít, di chuyển vô cùng mệt mỏi	1
Tiện nghi kém	1
Dịch vụ	1
Cho thang may lau& do	1
Dung cu nha bep ngheo nan, can bo sung them Noi Niu Chen dia...	1
thang may doi lau	1
Mình book phòng 28$ nhưng ko hề biết vị trị nó nằm ngay mặt tiền đường, nắng nóng chiếu thẳng vào cửa, thất vọng khi đến nhận phòng	1
"* Các nhân viên tiếp tân thiếu nụ cười, làm việc như những ""rô  bô"" nên thiếu tiếp xúc tình người.* Sau 6 đêm, ngày trả phòng tôi ngỏ ý ở lại thêm hai giờ để nghỉ ngơi cho cái lưng bị đau không đi lại được, trước khi  ra sân bay, = PHÍ 200.000 đồngVN.* Tiếng xe cộ chạy trong các lối đi. Sự ồn ào của khách các phòng chung quanh.* MUỖI !!* THIẾT BỊ BÁO CHÁY ( thiết kế trên trần nhà) CÒN ĐƯỢC BỌC KÍN TRONG BAO BÌ BẰNG PLASTIQUE!!"	1
Bữa sáng quá tồi, phòng thì không sạch, nhiều muỗi, bể bơi bẩn	1
Nhan viên chưa chuyên nghiệp, điểm tâm còn sơ sài giá tôt thức ăn ngon	1
Phòng hơi nhỏ, đệm lò xo không được êm lắm, giường không kê sát tường nên trẻ nhỏ hay bị lăn xuống sàn.	1
sau thông báo thanh toán dc giảm 12% nhưng thanh toán tại ks nguyên giá?	1
ko có j là ko hài lòng	1
Phòng hơi nhỏ và đơn giản	1
Tìm kiếm quán ăn cho bé hơi khó	1
Ăn sáng không ngon lắm. Nhà tắm bị đọng nước chưa được kiểm tra để sửa. Dọn phòng không chuyên, không dọn hàng ngày	1
không nhiều quán ăn ở khu vực rất khó khi ăn uống!	1
phòng nhỏ	1
Nhà nghỉ trưa dán mật khẩu wifi trong phòng chưa có điện thoại gọi xuống lễ tân	1
Nhà vệ sinh sạch sẽ hơn chút là ok	1
nước yếu	1
Nhà vệ sinh và nhà tắm chung hơi xa.	1
Bể bơi hơi nhỏ	1
Được	1
Chất lượng dịch vụ không được tốt cho lắm, mình có book 2 phòng tại KS cho kỳ nghỉ 03 ngày vừa qua và đã có gọi điện thông báo trước. Tuy nhiên khi nhận phòng thì không được như mong muốn, vệ sinh trong phòng có chỗ không được sạch sẽ, ga giường vẫn dính bẩn, điều hòa bị rỉ nước và có phòng vẫn bị thiếu một số đồ dùng, thực phẩm có sẵn theo list của khách sạn. Yêu cầu hủy hoặc đổi phòng không được hỗ trợ và bắt thanh toán 100% số tiền cho cả 03 đêm trong khi đó quy định trên booking chỉ là 02 đêm. Sẽ chọn khách sạn khác nếu có dịp quay Đà Nẵng cho kỳ nghỉ sau.	1
Thái độ thô lỗ của nhân viên quản lý với khách hàng. Khách hàng góp ý, đề xuất phương án giải quyết nhưng quản lý đã không tiếp thu còn chửi khách hàng.Không bao giờ tới lần 2.	1
Bửa sáng còn đơn điệu	1
Wifi tầng 6 gần như không sử dụng được	1
Khong co	1
Năm ngoái,tôi đã nghỉ mát cùng gia đình tại nơi này,và rất hài lòng.Tuy nhiên,kỳ nghỉ Tết 2016 này hoàn toàn thất vọng.1/ Vì resort đã không còn đúng nghĩa ,do bán vé vào cửa dành cho khách đoàn không lưu trú qua đêm.Và lượng khách này ,đã chiếm mất không gian nghỉ ngơi của khách lưu trú về nghĩa đen lẫn nghĩa bóng.Sự ồn ào,náo nhiệt và vô ý thức của khách đoàn đã đánh mất hình ảnh 1 resort thơ mộng,với những hàng ghế trải dọc bờ biển (thay bằng ghế Nhựa thấp cho khách)+nhạc ì xèo át tiếng Sóng biển...- Do lượng khách quá tải ,nên buổi điểm tâm sáng Buffet sơ sài ...và nhân viên phục vụ thiếu chu đáo	1
Bãi biển rất dơ và nhiều rác hôi, không thể tắm được, phải đi lên phía trên mới tắm được. Tuy nhiên lúc chúng tôi đi thì thấy bãi đang được cải tạo lại	1
Bãi biển dơ kinh khủng toàn rác mình k dám xuống tắm luôn  , đặt phòng 4 người thì khách sạn lại xếp cho phòng 2 người rồi kê thêm cho 1 cái giường rất chật chội k thoải mái .	1
Cơ sở hạ tầng chưa được OK lắm, chẳng hạn: nước trong toilet quá yếu, lavabo và bồn cầu nên thay mới, bảo trì máy lạnh thường xuyên hơn.	1
-Chợ hải sản trong khuôn viên Resort tiện lợi.Tuy nhiên,cân bán trọng lượng không chính xác tới 20% !	1
phan cat sat bo bien can thay doi	1
Bãi biển quá dơ, ô nhiễm trầm trọng. Cát biển bốc mùi hôi thối của nước thải sinh hoạt/ Cả một khu gọi là resort nước sinh hoạt( tắm rửa, chế biến thức ăn tại nhà hàng, bán hàng rong ăn theo resort ) đều thải ra bãi tắm của du khách mà kg qua sử lý tập chung. Thật kinh khủng. 10 năm truoc toi đâu thấy dơ như vậy. kg bao giờ quay lai!	1
Nhan vien tiep tan k biet cuoi va chao hoi khach,k biet cam on khach.	1
Phòng nhỏ, bữa sáng nghèo nàn	1
Bai bien da khong tam duoc , tien nghi cu ky	1
Nên bao gồm ăn sáng.	1
Nên dùng các phương thức thanh toán nhanh gọn hơn.	1
Chưa có dép đi trong phòng, nước nóng khi có khi không	1
Phòng hơi nhỏ	1
Nhân viên không niềm nở cho lắm	1
phòng hơi nhỏ, k có gương ở ngoài phòng	1
Khach san xa trung tam. Phong cach am khong tot, khach tham quan o ngoai noi chuyen rat on. Le tan nghi som, den chieu toi khi can ho tro goi dien thi khong ai bat may. Thuc don khong phong phu nhung thuc an tam on.	1
Nước có mùi hôi khó chịu. Khi tắm phải ráng bôi xà bông cho nhiều để át đi mùi hôi.	1
khu vực lễ tân, nhà hàng đóng cửa hơi sớm.	1
Chỗ ở hơi xa Thành Phố	1
Nhân viên không chu đáo và tận tình	1
Thuc don chan pheo	1
Phục vụ chưa được chuyên nghiệp.	1
bảo vệ thô lỗ	1
Trời mưa mỗi ngày vào buổi chiều làm hủy bỏ các kế hoạch dạo chơi.Du khách quá đông vào kỳ nghỉ lễ	1
Đóng cửa sớm quá !	1
mọi thứ đều hoàn hảo	1
Giường không thoải mái, nhà tắm cần làm kín đáo hơn, trong phòng nhiều muỗi	1
Nhận 2 chứng minh thư xong  hoàn trả lại có 1. Có đoàn khách đặt là chúng tôi phải đi. Thái độ gì đây?	1
Phòng của mình chọn là phòng 2 giường đơn nhưng chắc do gần ngày lễ nên KS đã lấy phòng 1 giường đôi để kê thành 2 giường đơn cho mình nên phòng hơi chật chội.	1
Ko biết các phòng khác thế nào nhưng hệ thống nươc nóng phòng mình bị hỏng khoảng độ nửa ngày, đành phải tắm bằng bình siêu tốc	1
Khách sạn 3 sao nhưng chưa thực sự đúng với số tiền bỏ ra, bữa sáng chỉ có 2 món để gọi không phải là buffer. Phòng quên để xà bông tắm gội, ti vi phòng gia đình không rõ, coi không được. Vị trí cũng không thật gần trung tâm.	1
Ăn sáng nên đa dạng thêm sẽ tuyệt vời!	1
Chỗ để xe hơi chật vào ngày lễ.Chăn chưa sạch, cần lưu ý hơn.	1
Bữa sáng không ngon, vì là ngày thường ít khách nên không có buffer. Không có nước uống hay trái cây.	1
wifi gần như không sử dụng được. Đem lap đi theo để làm việc mà không thể làm gì được!	1
Dịch vụ ăn uống nghỉ ngơi ở Ninh Bình No good	1
Nothing	1
Phòng cũ, dọn dẹp không sạch sẽ, khách đang nghỉ trưa trong phòng mà gõ cửa muốn dọn phòng.(lần đầu tiên gặp trường hợp quái dị như vậy)	1
Giường ngủ dơ ngứa ngáy..mmáylạnh kêu ồn ào...tolet bẩn...phòng bẩn	1
Wifi chưa tốt lắm.	1
Ghế sofa trong phòng hơi bụi	1
phục vụ phòng không dọn phòng cho khách chủ động! Dọn dẹp phòng thường khá trễ	1
Máy thanh toán thẻ Visa bị hỏng.	1
An sang don gian qua.	1
Máy quẹt thẻ Visa bị hỏng.	1
- Cửa phòng tắm nên sửa lại chốt- Phòng ngủ diện tích hơi nhỏ lại kê 2 giường nên cảm giác khá chật hẹp	1
Khách sạn đang sủa chữa nên hơi ồn ào và quá nhiều bụi bậm, thiết bị củ kỷ (hotel en travaux bruyant, plein de poussière, équipement vieillot. Petit déjeuner consiste à des oeufs sur le plat et un café.	1
Nhân viên không chuyên nghiệp, hình ảnh không đúng thực tế.	1
Điện đôi khi có chút hơi yếu	1
Đường đi mùa mưa tệ	1
Điện áp không ổn định, nhân viên không thân thiện, phòng ốc nghèo nàn, đơn sơ	1
Phòng ở chưa được đẹp	1
Không có thang máy, phòng hơi cũ.	1
Wifi không mạnh	1
wifi	1
Lau sàn sạch hơn, vì lần mình ở sàn hơi rít	1
cần có thêm 1 cái bàn con trong phòng để đặt máy tính XT	1
nhân viên tiếp tân không nhiệt tình, phòng ốc nhỏ hơn so với kích thước, bể bơi nhỏ, không có nước lọc uống hằng ngày, mọi cái đều phải trả tiền, xa khu phố cổ.	1
Bữa ăn sáng chỉ được 1 thức ăn và 1 nước uống, ko đa dạng lắm	1
tiện nghi trong phòng chưa thật sự tốt. phòng bẩn	1
Phong cua toi bi he thong hut mui nha bep anh huong. Nen vao gio an sang, trua, toi trong phong nong nac mui thuc an.Toi phai ra ngoai hoac tat dieu hoa phong. Thuc su la toi te.	1
Hay mất điện vặt. Phòng tắm và hành lang chung ánh sáng điện hơi kém. Sữa chua cho bữa ăn sáng bị lỏng ( có thể do hay mất điện vặt), cà phê chưa được ngon, hoa quả chưa phong phú.	1
Đồ ăn sáng sơ sài, ví dụ đồ uống chỉ có trà cafe, không có cả nước hoa quả, đồ ăn thì đơn giản quá. Tôi đi xe oto nên mỗi lẫn lên ks đều phải gọi lễ tân để gọi bảo vệ mở cổng chùa, lúc bảo vệ đi ăn thì phải đi vòng qua bãi xe của chùa, xa hơn 3km mới ra được ngoài, rất bất tiện.	1
- Sai lệch giữa đặt phòng trên booking có cửa sổ & view, nhưng thực tế là không??! ==> Trả thêm phụ phí phòng.- Mùi khó chịu của phòng, phải sử lý + điều hòa hỏng phải đổi 1 phòng/2.- Biển chỉ dẫn đường lên KS sai.- Vắng (ăn bữa tối thứ 7 chỉ có 1 mình gia đình tôi trong phòng ăn cực rộng lớn, cảm giác như trong phim).- Phiếu giảm giá 10% của KS đi Tràng An không được chấp nhận tại nơi mua vé.	1
"First, the way going to Bai Dinh hotel is quite confusing and hard to find. Actually my friends and me lost the way while trying to find the way back to the hotel. The signboards are to be honest, no use. ha ha. But it actually made the whole trip adventurous somehow. 2, One more point to improve: the reception, especially those who worked at night shift, should really improve their intuition in arranging rooms and taking their initiatives in welcoming the guests. It seems that they are quite confused and passive in taking the guests' orders. 3, The shampoo in the bathroom is recommended to change. It smells like dish-washing soap. Some natural smells would be much better. 4. When welcoming guests, it's recommended to prepare some welcoming drinks like tea. Especially in the place near the mountain and inside the pagoda like Bai Dinh Hotel, this could make the place impressive from the first step in. 5. In the lobby, you should have some flowers and something to create the natural nice smell like lavender or just the smells of herbs.6. Recommended to have a good spa, sauna, and maybe ""hot spring"" and public bath."	1
Ăn sáng còn nghèo nàn, ít món, chưa tương xứng với giá phòng.	1
Xa trung tâm, đi lại hơi mất công	1
An sáng đơn điệu	1
Đồ ăn sáng hơi ít	1
Không có	1
Không có máy sấy tóc, ít ổ cắm điện, máy nước nóng không điều chỉnh được nhiệt độ	1
Thiếu máy sấy tóc	1
Chỉ có 2 nhà tắm chung nen có lúc phải chờ. Hôm mình ở thì bị mất điện 2 lần, cũng may sát biển nên khá mát.	1
Điều hoà bị ngắt buổi đêm.Ga giừơng không sạch sẽ	1
Phòng không có tivi và nước chảy yếu	1
Nước nóng trong nhà vệ sinh không nóng.Xe gắn máy cho thuê chất lượng không tốt (xe số 150K/ngày)	1
Phòng quá tồi Không đủ tầm phòng trọ	1
Có lẽ ks mới nên chưa nhiều kinh nghiệm trọng việc giải quyết và vấn đáp cho khách. Thông tin liên hệ đến khách chậm trễ. Một số dịch vụ còn xơ xài, thiếu cẩn trọng. (Ví dụ: dịch vụ giặt là, đưa đón sân bay...). Tôi hy vọng sự tiến bộ cho lần lưu trú kế tiếp.	1
Phòng hơi nhỏ, do ở phố cổ đất hiếm nên phía trc khách sạn ko  có khuôn viên riêng :)	1
Với tôi và bạn gái thì không còn điều gì thất vọng khi chọn điểm du lịch và Garden Homestay	1
Phong cách phục vụ ăn còn chưa tốt: ăn sáng buffet, khách ăn xong ko dọn đĩa, bàn, khách khác ko có chỗ ăn. Tiệc BBQ cũng vậy, mang tiếng khách được tặng voucher, tuy nhiên chi phí tính vào giá phòng giống như ép khách phải ăn, trong khi chất lượng món ăn và phục vụ  không tương xứng với 700k/ người	1
Thái độ phục vụ của tập thể nhân viên: thiếu chuyên nghiệp, không vui vẻ, nhiệt tình.khâu vệ sinh phòng nghĩ,phòng tắm còn dơ lắm	1
Nước nóng chưa ổn định, khi quá nóng hoặc lạnh. Điều hòa chưa đủ mát trong phòng, tôi phải dùng thêm quạt trong giường ngủ vào ban đêm. Đồ ăn tại nhà hàng chưa phong phú và chưa thực sự hợp vs khẩu vị của tôi.Wifi chất lượng chưa được tốt vì tôi vẫn phải làm việc onl. Tuy nhiên, trên tất cả tôi cảm thấy khá hài lòng vs dịch vụ ở đây, đáng giá tiền nếu thực sự có thể cải thiện được những điều trên thì chắc chắn tôi sẽ quay lại vs gia đình.	1
Xa khu ăn uống, dạo chơi buổi tối, máy lạnh ko hoạt động đêm thứ hai nên phòng rất nóng, bồn cầu ko thoát nước.	1
Hồ bơi không sạch, được khuyến mãi rất nhiều rêu.Nhân viên phục vụ phòng canh đúng lúc ngủ trưa gõ cửa xin dọn phòng.Đang tắm bổng nhiên hết nước.	1
We booked a family room for 3 persons, and paid for 01 extra person. Undestood that the extra fee was for breakfast only, no extra amenities, but it should not be a big deal if you were flexible to lend us an extra bath towel. Besides, the air-con was not cold enough.	1
Thời gian đi từ Tp Hồ Chí Minh đến khách sạn dài (7 tiếng)	1
Xa trung tâm , buổi tối buồn	1
buồng tắm đứng cần làm sạch hơn, nuớc ở bồn tắm thoát chậm	1
Trang thiết bị khá sơ sài. Đồ dùng hơi cũ	1
Thiếu thông tin chương trình event trong ngày, làm minh lỡ mất một buổi ca nhạc live cực cool :)	1
Thêm nhiều hoạt động ban đêm hơn vào cận cuối tuần vd như chiếu phim ngoài trời. Nhạc sống etc	1
Bữa sáng nên được phục vụ sớm hơn.	1
Hơi xa tẹo	1
Bữa sáng đơn điệu, không ngon. Máy lạnh hoạt động kém.	1
Wifi khá yếu và không ổn định.	1
Hơi xa trung tâm và đi về resort vào buổi tối khá ghê	1
Khong co	1
Moi truong con qua nhieu con trung gay anh huong den suc khoe.	1
Nuoc ho boi ko sach lam	1
Quầy bar quá chán	1
Ca 2 dem minh deu bi mat ngu vi trong phong co nhieu muoi qua	1
mình đi ngày hôm đó máy lạnh bị hư, nên rất nóng	1
Nuoc ho boi co mau luc cua tao khong duoc trong.	1
Cần có tủ đồ cá nhân chắc chắn hơn và đèn cá nhân cho sinh hoạt độc lập được tốt hơn	1
hơi xa mũi né, chạy tới mũi né với bàu trắng thì thôi rồi. chơi gần thì ok, đêm ko ngắm được biển.	1
Wifi yeu qua nen khong vao internet duoc. Xe may thue gia kha mac.	1
Hơi xa trung tâm	1
goi, drap, men không thoải mái	1
không có	1
Để lên được khách sạn bạn phải leo bộ 1 đoạn cầu thang, hơi bất tiện nếu mang nhiều hành lý	1
Khu vực buổi tối hơi vắng người . Không có thang máy , không thích hợp cho người mang nhiều hành lý .Nhân viên lái xe taxi lái xe ẩu , thái độ không thân thiện , phân biệt khách hàng .	1
Đa phần nhân viên nhiệt tình, chỉ có 1 bạn nhân viên khá trẻ nên chắc chưa nhiều kinh nghiệm trong dịch vụ, hờ hững khi khách hỏi thông tin.	1
Ko có bình đun nước trong phòng, đêm ăn mì phải dậy đi xin nước	1
Gương trang điểm không nên để đối diện giường ngủ, gây khó ngủ	1
Ko có gì để viết	1
không có thang máy , nếu khách mang hành lý nặng thì mang lên lầu khá cực.	1
Ko có buffe sáng	1
Bộ mặt nhân viên và bữa sáng.	1
Đồ ăn sáng cần phải bổ sung thêm món mới.	1
Phòng chưa được sạch lắm, thùng rác dơ, trong tủ có gián :(	1
không có gì không hài lòng cả.	1
Phòng nên có thêm cái quạt hút .	1
Wifi  lầu 3    chậm. Mạng chập chờn	1
Không tiện nói	1
Phong hoi on, ko cach am tot,	1
không thích tivitolet không có vòi nướckhông có xà bông gọi đầu	1
Ga giường có mùi ko dễ chịu, nhân viên lễ tân ko thân thiện	1
Chúng tôi đặt 03 phòng-01 phòng ở lầu 1 điều hòa hỏng rất nóng-01 phòng lầu 2 ổn-01 phòng lầu 4 là phòng áp mái quá nóng	1
Điều hòa phòng dorm chờ lâu mới mát, đặc biệt ở giường tầng 2. Sàn nhà chỗ Bồn rửa mặt không có chỗ để chứa nước nên nếu nước bắn ra ngoài ướt sàn rất bất tiện	1
ko co thang may .	1
không có	1
Trang thiết bị vệ sinh hơi cũ.	1
Hơi xa biển. Wifi khá tệ	1
Không có thang máy	1
Bữa sáng cần phong phú hơn vì hơi ít lựa chọn cho những khách ở dài ngày.Cần nhiều món Huế hơn vào menu sángNhân viên kế toán ,ngồi máy tính dưới tầng 1 nên cười với khách	1
Vì khách sạn còn mới nên hệ thống phone service chưa có rất bất tiện cho khách nếu muốn liên lạc lễ tân. Bên cạnh đó wifi quá yếu.	1
xe máy ko lấy được nếu đi sớm	1
Phòng ở ko được như yêu cầu, bụi.	1
Ổ điện ở giữa giường, có chút sợ	1
An sang	1
Không hề	1
Phòng không được cách âm	1
trên web bảo có thể thanh toán bằng nhiều hình thức nhưng thực tế thì ko thanh toán visa và thái độ chủ ks rất ko tốt. lần sau sẽ ki bjo vào ks này nữa	1
Gia dịch vụ gửi đồ, thay đồ,... Quá đắt. Một số quán ăn cũng đắt mà không ngon	1
Vệ sinh không được sạch, không có thang máy	1
Phong cách phục vụ của KS	1
Ksan nằm trong hẻm vừa bé , vừa bẩn . Không có chỗ cho thuê xe máy , ko có thang máy . Mình ở tầng 5 leo lên mệt phờ . Phòng ko có cách âm nên nghe rõ phòng bên cạnh . Nc giá tiền quá đắt so với tiện nghi phòng . Sẽ ko quay lại....	1
khong co thang may. khong co nuoc nong	1
Phòng tắm hơi nhỏ	1
trong phòng thi thoảng có 1 đến 2 con muỗi. kkkk	1
Tivi nhỏ quá	1
Hơi thiếu tiện nghi, không có thang máy	1
Phòng hơi nhỏ. Theo như hình ảnh mình đặt pho gf thì sẽ có bồn tắm nhưng khi mình nhận phòng thì ko có . Chỉ có khu villa mới có bồn tắm	1
Phòng không có thảm như trong hình giới thiệu, sàn ẩm ướt. Phòng không đẹp, không có máy sấy. Nội thất cũ không xứng với tiêu chuẩn 4 sao	1
Bồn cầu có mùi khai, ăn sáng ít món ko xứng với ks 4 sao. Đồ ăn nấu chưa ngon và đa dạng	1
Nhân viên chưa giao phiếu ăn sáng cho khách, khi khách hàng hỏi thì thái độ không vui..	1
có sự không thống nhất giữa booking.com và bên khách sạn. khách sạn k chịu xuất hóa đơn vat cho khách .	1
thai do phu vu kem	1
Phục vụ nói xấu khách	1
Khong co.	1
phục vụ chưa nhiệt tình , ko có bãi đậu xe ô tô	1
Tính giá bằng USD	1
Vấn đề vệ sinh chưa được tốt , phòng cũng không có thức uống thậm chỉ là nước khoán	1
Troi mua, di kiem quan an rat kho, toan la nha hang la chinh	1
Chất lương dv kém	1
Phòng ko đủ ánh sáng	1
Khách sạn nhiều muỗi, không có chỗ đỗ xe riêng. Buổi trưa phòng nóng	1
Location vắng vẻ và tối.	1
Chỗ để ô tô không thuận tiên	1
hơi xa trung tâm , không gian không rộng	1
giá phòng,ban be o choi cung tinh tien phu thu 100.000d. ai ma dam o . cho an sang ko duoc sach se	1
phòng nhỏ , không có cửa sổ	1
Phòng quá nhỏ. Điều hoà để ngay đối diện giường mà vì phòng quá nhỏ nên gió điều hoà thốc vào người rất k thoải mái. Khách sạn giới thiệu là có bữa sáng kèm trong giá phòng nhưng k thấy đâu	1
không có gì phàn nàn.	1
Thái độ phục vụ của nhân viên lễ  tân nam không niềm nở với khách.Chúng tôi đặt phòng và có ghi rõ thời gian đến là 9:00 a.m nhưng lúc đến lại không có phòng trống làm cả bọn phải đi lang thang ngoài đường mấy tiếng mới được nhận phòng. Nếu giờ đó khách sạn không có phòng thì nên thông báo bằng email cho chúng tôi biết để lên kế hoạch khác. Chứ vừa đi xe cả ngày trời mệt đến đó lại phải đi lang thang ngoài đường không hay lắm, đã thế nhân viên lễ tân nam lúc đó thái độ không lịch sự ận cần với khách, t có cảm tưởng giống như mình đi xin ở nhờ vậy!	1
Nên cho nuoc suoi mien phi, trang bi bình đun nuoc va máy sấy tóc trong phòng.	1
Ít view	1
Phòng tắm không được sạch lắm, nước không được nóng. Vòi tắm không sạch	1
Tôi không thích họ đả tự ý bắt tôi phải trả thêm 3% với tỗng giá tiền mà tôi đả thỏa thuận vớ quý vị và làm lơ không viết hoá đơn cho tôi.	1
Wifi yếu, cửa ra vào rất khó đóng và mở.chỗ ăn sáng nhỏ, nhân viên nhà ăn không thân thiện.	1
Không có nước nóng tắmMáy lạnh có lúc bật ko lên	1
Đồ ăn sáng hơi nghèo nàn	1
phòng ngột ngạt, k mở được cửa sổ. Máy lạnh k lạnh lắm, bị mất điện :(	1
Không có gì.	1
Wifi trên tầng 3 yếu. Giá phòng ngày lễ hơi cao	1
chưa thích ăn sáng	1
