	Content	Sentiment
175	"Đến Ninh Thuận vào một ngày đầu tháng 11, từ Hà Nội se lạnh, tôi thực sự ngỡ ngàng khi thấy nắng Ninh Thuận vẫn rát bỏng da, bỏng đường, bỏng cây bỏng lá.
                                              Chẳng những nắng mà còn gió, gió lớn tới mức cầm ô đi ngoài đường, 1 tay cầm ô, 1 tay phải giữ chặt vành ô kẻo bất cứ lúc nào gió cũng có thể tốc ngược ô lên trời :)
                                              Nhưng cái cảm giác khó chịu và hơi kì cục đó biến mất khá nhanh chóng, nhường chỗ cho những cảm xúc khác :)
                                              Tôi thích ngắm những nụ cười chân chất, hiền lành của người Ninh Thuận, hàm răng sáng bóng nổi bật trên làn da đen giòn; tôi thích những cốc sinh tố hoa quả, sữa ngô rẻ một cách không thể tưởng tượng nổi mà chất lượng thì chỉ có thể dùng hai chữ &quot;tuyệt vời&quot;: chỉ 7-9.000đ/1kg một loại hoa quả nào đó như cam, xoài, ổi, bí đao, lô hội...thế là xay ra biết bao sinh tố hay nước ép... mấy ngày ở đó, tôi không thể chán nổi chu trình sáng sáng đi ăn sáng, cafe rồi lại lao ra hàng sinh tố :D mua sữa ngô cho cả 1 ngày, uống đã đời lô hội lẫn cam tươi...
                                              Các món ăn ở Ninh Thuận cũng là thứ tôi rất thích, nhất là mấy món mắm chấm, cho dù ko nhớ tên nhưng thời điểm đó tôi nghiện vô cùng - cà xanh của Ninh Thuận cắt nhỏ ra, chấm ăn sống cùng mắm sao mà lại ngon đến thế; cả những loại cá ăn ko biết chán cùng những tô canh chua có hương vị tuyệt vời. 
                                              Nho Ninh Thuận và táo xanh Ninh Thuận không cần giới thiệu nhiều, nhiều người đã biết. Nhưng có 1 thứ Ninh Thuận chưa làm được thương hiệu đó là tỏi và hành. Nếu như nhiều người chỉ biết tỏi và hành Lý Sơn ngon thì khi vào tới Ninh Thuận chúng tôi mới biết, ở Ninh Thuận cũng có tỏi và hành ngon không kém; dĩ nhiên so với đồ chính hãng Lý Sơn, có thể không hoàn toàn sánh bằng nhưng chính vì chất lượng gần như nhau nên thương lái lại thu mua cực kì nhiều tỏi và hành Ninh Thuận để bán với nhãn mác Lý Sơn.
                                              Thành phố Ninh Thuận nhỏ thôi, biển cách đó tầm 5km; từ Thành phố, chiều chiều khi xong công việc, bạn có thể chạy xe ra bờ biển ngồi nhậu các món hải sản tươi, ngon và rẻ bên bờ biển lộng gió.
                                              Biển Ninh Thuận khu sát Thành phố không hoàn toàn đẹp nhưng chỉ cần đi dọc bãi biển ra xa khu ăn uống, sinh hoạt một chút, nước biển xanh như không thể xanh hơn, cộng với ánh nắng chói chang và bờ cát trắng, cảm xúc của người đứng trước biển đặc biệt cực kì.
                                              Chúng tôi cũng dành thời gian đi thăm Tháp Chàm Phan Rang và cũng thấy rất thú vị với nơi này. Tôi ít khi thích những thứ thuộc về di tích, kiến trúc - tôi thích cảnh đẹp hiện tại và thiên nhiên hơn nhưng với Tháp Chàm Phan Rang thì tôi thật sự thích. Nhìn Tháp Chàm, nhớ lại những câu chuyện cổ từng đọc, cảm giác như mình đang đứng ở 1 thế giới cũ kĩ cổ xưa nào đó, chỉ muốn im lặng cảm nhận và không cần thốt lên bất cứ lời nào.
                                              
                                              "	1
176	Quan Lạn xứng đáng là nơi chúng ta tìm đến nghỉ ngơi thư giãn, nơi ta sống thật với bản thân mình và là nơi ta hòa mình với thiên nhiên.	1
177	"Siem Reap với Angkor Wat quả không hổ danh là một kỳ quan thế giới, với nhiều đền đài, cảnh trí đẹp, luôn là điểm đến được du khách khắp thế giới ưa chuộng. Cách làm du lịch ở đây cũng tương đối chuyên nghiệp, dịch vụ đầy đủ, nhiều hạng vừa túi tiền của mỗi người.
                                              Với những người yêu thích du lịch ở Việt Nam, đây có thể coi là một điểm *bắt-buộc-phải* đến ít nhất một lần trong đời. Vị trí gần, chi phí không quá cao, thời tiết tương đối giống TPHCM và các tỉnh phía Nam."	1
178	Khuôn viên đẹp. 	1
179	Cảnh sắc thanh bình tĩnh lặng; cảm giác trên một chiếc cầu gỗ treo dây cũng là một trải nghiệm mới mẻ	1
180	"Nếu bạn nào thích tắm biển thì biết rằng ở Miền Bắc có rất ít những bãi biển đẹp, rất khó để chọn một nơi đẹp hoang sơ mà đi lại thuận tiện, dịch vụ có giá cả hợp lý. Cô Tô là một ngoại lệ. Tôi đã đến Cô Tô và vẫn muốn trở lại nơi này bởi đó là một trong những nơi đáng đến nhất ở Miền Bắc. Lý do chính là bởi những bãi biển ở Cô Tô. Bãi biển ở đây khá đẹp và da dạng. Đến Cô Tô bạn có thể chọn bãi tắm có sóng to như Bãi Vàn Chảy (rất phù hợp với các bạn thích nhảy sóng, cảm giác mạnh), bạn có thể đến bãi tắm hoang sơ như bãi Hồng Vàn, Bắc Vàn,... nhưng có lẽ bãi biển mà tôi thích nhất chính là ở đảo Cô Tô con. Bạn sẽ mất chừng 20 phút đi tàu từ đảo Cô Tô ra Cô Tô con. Nhưng sẽ không mất công của bạn đâu, bởi Cô Tô con hoang sơ và đẹp tuyệt. Nhóm chúng tôi khoảng 20 người sau khi bơi ở đó hơn 2 tiếng mà vẫn chưa ai có ý định lên bờ. Nếu nước biển không dâng và sức khỏe không cho phép thì có lẽ chúng tôi còn ở đó đến qua trưa. Bãi biển ở Cô Tô con ấn tượng với du khách đầu tiên bởi bãi cát trắng mịn màng, rừng thông xanh vi vút gió. Bạn có thế lội từ bờ ra xa khoảng hơn 100m nhưng nước chỉ ngang vai của bạn. Nước trong, xanh và sạch vô cùng. Xung quanh là những hoàn đảo lớn nhỏ của quần đảo Cô Tô khiến cho bạn cảm thấy khung cảnh thật thơ mộng chứ không chỉ là một đường chân trời xa tít, nhàm chán. Có một điều đặc biệt, là tại bãi biển này, khi chúng tôi lặn xuống thì bắt được rất nhiều vẹm biển, cua biển nhỏ, và thậm chí cả một chú bạch tuộc con. Vẹm biển bám vào nhau thành từng tảng, như tảng đá, nhìn bên ngoài rất khó phát hiện. chúng tôi cũng thấy khá nhiều cá, chúng rất dạn dĩ và bơi qua lại như không hề có sự góp mặt của chúng tôi, nhưng để bắt được chúng thì là điều rất khó. Với số vẹm bắt được, cả đoàn chúng tôi đã có hai đĩa lớn vẹm hấp tươi ngon và quan trọng là một trải nghiệm hết sức thú vị.
                                              Những bãi biển ở Cô Tô thực sự rất hấp dẫn bởi còn khá hoang sơ, khách du lịch không quá đông và có nhiều bãi tắm để lựa chọn. Nếu bạn muốn đi du lịch với giá khoảng 3 triệu đồng/người cho 4 ngày, 3 đêm thì Cô Tô là một nơi bạn nên nghiên cứu."	1
181	Nói chung là được. Có nhiều hoạt động vui chơi giải trí	1
182	"Tôi đáp chuyến bay đến Côn Đảo vào buổi trưa một ngày tháng 6, trên ATR72 từ Thành Phố HCM – Đến Sân bay Cỏ Ống điều đầu tiên chạm vào tôi không phải biển xanh, cát trắng hay nắng vàng mà đó là không khí – không khí Côn Đảo cực kỳ trong lành. 
                                              Trên đường về resort chúng ta sẽ qua các địa danh làng Cỏ Ống, Suối Ớt, Mũi Chim Chim, Đất Dốc, Lò Vôi …
                                              Do lần đi này là đi chơi thuần tuý muốn được thư thái - muốn đi đâu thì đi theo đúng kiểu “Free and Easy” chứ không như những lần trước đi việc theo đoàn hay là đi khảo sát dịch vụ.
                                              Nhưng để chia sẽ thêm đôi chút về dịch vụ ở Côn Đảo. Hiện tại Sixsences Resort – Côn Đảo đã có dịch vụ VVIP đưa rước sân bay và phòng chờ đặc biệt tại Tân Sơn Nhất kể cả vé máy bay khứ hồi tầm hơn $200 US cho người lớn – $160 US cho trẻ em dưới 11 tuổi và trên 2 tuổi  - $25-30 US cho trẻ em dưới 2tuổi đi cùng người thân. Các bạn có nhu cầu tận hưởng 5* có thể trực tiếp liên lạc với Sixsences hoặc để tìm kiếm những dịch vụ 5* tương đương nhưng giá  theo “Mùa” với Công ty Lữ hành quốc tế Việt 4 Mùa. 
                                              Tôi không chọn Sixsences để ở lại như lần trước, lần này tôi chọn Saigon ConDao Resort (18-24 Ton Duc Thang , Ba Ria-Vung Tau, Vietnam)
                                              Tôi không đưa ra đánh giá về địa điểm Resort, chúng ta cùng đánh giá resort ở lần sau, hiện tại tôi muốn đánh giá về góc nhìn chung ở Côn Đảo. 
                                              Bãi biển Đầm Trầu: 
                                              •	Buổi trưa đầu tiên, tôi đã tắm biển và chỉ nằm trên cát trắng chơi cả buổi chiều, để quên lập tức những mệt mõi của chuyến bay, để cơ thể thư thái tha hồ lặn ngụp nước biển trong xanh. 
                                              Hoàng hôn Bãi Nhát: 
                                              •	Sau khi tắm biển Đầm Trầu – tôi thuê xe gắn máy tại Resort và đi về hướng Bãi Nhát. Nếu bạn đi cùng người yêu thì đây là nơi nên đến – cùng người yêu ngồi đợi hoàng hôn từ từ lặn qua Đỉnh Tình Yêu không có gì “tình tứ” bằng cho những cặp đôi yêu nhau. 
                                              Nhà hàng Tri Kỷ: 
                                              •	Sau khi tắm biển Đầm Trầu – ngắm hoàng hôn trên Bãi Nhát, tôi chọn nhà hàng Tri Kỷ, món ăn không phải 5 sao, không décor đẹp nhưng ngon và hải sản thì tuyệt vời: Ghẹ hấp bia, Tôm Muni nướng  , Ốc Vú Nàng (không to nhưng ngon), Sá Sùng xào mướp rất ngọt và tươi, Ốc gai xào tỏi rất giòn … là những  món mình khuyên bạn nên thử khi đêm đầu trên đảo.
                                              Từ nhà hàng chúng ta chỉ cần thả bộ cũng về được được Resort – nên đi bộ để thấy lý do tại sao Côn Đảo là vùng đất “Tâm Linh”.
                                              Bình Minh trên Mũi Cá Mập: 
                                              Hãy thức sớm, cùng đón bình minh trên Mũi Cá Mập. Bạn sẽ được thấy mặt trời mọc qua hòn Bảy Cạnh Nằm về phía Đông của đảo Côn Sơn, có diện tích 683 ha, gồm hai phần đảo nối liền với nhau bằng doi cát ở giữa gọi là Bãi Cát Lớn. Lên tàu hướng về Bãi Bờ Đập – Hòn Bảy Cạnh, đến Bãi Bờ Đập khoản 9h 10h sáng là đẹp nhất tha hồ ngắm san hô, có thể thuê bình oxi – ngắm san hô đủ màu sắc, nước trong, mát lạnh. 
                                              Hãy ăn trưa với các món nướng ở Nhà chòi sinh thái sau khi đi tìm hiểu về Trại kiểm lâm Bảy Cạnh. 
                                              Buổi chiều về thì hãy đi quanh viếng An Sơn Miếu, nơi đây là nơi thờ Bà Phi Yến – về sự thích thế nào về Bà Phi Yến có thể có rất nhiều nội dung trên Internet. Bài vị thờ bà được đặt tại ngôi chính điện với đôi câu đối: “ Mẫu nghi xưng hậu ấm Côn bang. Thánh đắc phối thiên An Hải quốc”. Hai bên tả, hữu là nơi thờ hoàng tử Cải và quan đô đốc quân Ngọc Lân. Hàng cột trước cửa chùa được khắc nổi hai câu đối: “ Trung nghĩa gián quân thiên cổ chiếu. Tiết hạnh quyên sinh vạn đại truyền”.
                                              Còn thời gian tôi khuyên các bạn nên thả bộ ra Cầu Tàu 914 – Nghĩa Trang Hàng Keo 
                                              Đêm đến , hãy viếng mộ Cô Sáu – Võ Thị Sáu, mộ Cô nằm trong nghĩa trang Hàng Dương , Nghĩa trang có bốn khu A-B-C-D, riêng khu B chia làm 2 phần 1-2.
                                              Khu A: Có mộ của Lãnh Tụ Lê Hồng Phong – Nhà yêu nước Nguyễn An Ninh
                                              Khu B: Mộ của Nữ Anh Hùng Võ Thị Sáu – Bạn sẽ thấy càng về khuya người đi viếng Cô càng nhiều và là nơi tâm linh nên nếu là nữ du khách vui lòng đừng mặc váy – nên có trang phục chỉnh tề. 
                                              Buổi sáng sớm, hãy dạo chợ Côn Đảo - một chợ nhỏ, không quá nhiều điều đặc sắc đâu nhưng bạn sẽ thấy được tình cảm của con người xứ Đảo dành cho những người mới đến hoặc nếu bạn đã từng đến chắc chắn bạn được nhận ra ngay. 
                                              "	1
183	"Đến Sa Pa, mỗi người đều mang trong mình vài điều cảm nhận. Sa Pa mờ sương. Sa Pa một ngày có bốn mùa. Sa Pa vương quốc của các loài hoa… Sa Pa là một điều gì đó rất khó định hình và miêu tả. 
                                              Con đường du lịch lên núi Hàm Rồng bao la là thuốc. Những cây mật gấu, thuốc tắm dân tộc Dao, thuốc bộ 10 vị truyền thống... tất cả được xếp ngay ngắn trên sạp hàng chênh chếch theo độ dốc thoai thoải, chúng tôi được khai vị trà nấm Linh chi buổi sáng, với lời chào mời của chủ hàng, chén trà trên tay nóng hổi, nguyên mùi thơm. Nó man mác ngòn ngọt như cam thảo, thơm thơm đậm đặc một vị thuốc bắc... tất cả lưu giữ trong họng hương vị ngọt ngào mà thanh khiết.
                                              Vườn hoa trung tâm kia rồi. Rực rỡ màu hoa, đẹp như tấm thảm đủ màu sắc xanh, vàng, tím, đỏ, da cam. Thoai thoải và chênh chếch. Chữ Sa Pa màu huyết dụ hiện trên nền hoa. Tuyến đường lát đá xanh gọn ghẽ uốn lượn. Mặt trời làm bừng sáng lên sắc màu với nhiều gam độ khác nhau. Ở đây, các tay máy ảnh được phát huy tác dụng. Họ bấm máy hết công suất. 
                                              Từng đoàn người, già có, trẻ có, người tây có, cứ nối tiếp xếp hàng chụp ảnh để ghi lại những giây phút này, màu sắc này. Ngoảnh về phía trái, bảy, tám cây móc xếp hàng, ôm ấp về phía sườn núi. Tán lá xanh ngắt, thăng bằng tàu lá đu đưa như bàn tay người lực sĩ đang tập thể hình. Dòng người lại đi, lại nghỉ, lại chụp ảnh, lại thưởng ngoạn.
                                              Đôi khi bất chợt, gió lạnh lùa trong từng tà áo ấy như là ta vừa lấy chiếc khăn lạnh xoa nhẹ lên má, lên đầu. Đứng trên độ cao này, bồng bềnh giữa sương bay, màu sắc căng tròn con mắt, tai ta nghe thấy tiếng trống, tiếng hát văng vẳng ở trên cao.
                                              Đêm Sa Pa, cả đoàn dạo bộ trên vỉa hè. Mơ hồ và trong trẻo như khi ta lạc giữa phố đông mà vẫn dễ chịu. Cảm giác này dễ thấy ở Đà Lạt. Những con đường cắt ngang, cắt dọc theo bản quy hoạch về một thị xã trong tương lai gần. Những viền hoa bên bờ hồ, trang điểm cho hồ thêm rực rỡ, sáng láng. Kỳ ảo nhẹ nhàng mà thanh khiết. 
                                               Vườn hoa cách điệu, điểm xuyết góc cạnh của mặt hồ Sa Pa. Từ trên vỉa hè, nhìn sang bờ bên kia mới thấy sự toả sáng vẻ đẹp của quy hoạch. Màu tím xen kẽ màu vàng, màu hồng xen kẽ màu diệp lục… tất cả đem lại hương vị thanh sạch cho những ai bách bộ quanh  hồ. 
                                               Phố huyện về đêm lặng lẽ như lời thì thầm của gió. Những nhà hàng cửa hiệu, đèn điện sáng như sao. Những chàng trai, cô gái Mông, Dao lại thao thức thâu đêm, trăn trở câu chuyện tình còn dang dở. Họ lặng thầm bên nhau, trao cho nhau ánh mắt, nụ cười, những câu hát dân ca, lặng thầm trong tiếng đàn môi dìu dặt."	1
184	 Ấn tượng nhất trong đền Ngọc Sơn là tiêu bản cụ Rùa trong tủ kính	1
185	Tàu sạch sẽ và chạy êm. Vào hang động rất đẹp	1
186	Rộng rãi, mát mẻ, vãn cảnh rất thích	1
187	"Bình Ba ngoài nước biển xanh như ngọc vây quanh, những bờ cát trắng tinh hoang sơ, những con tôm hùm khổng lồ, những con cá lớn cùng với nguồn hải sản dồi dào thì có 3 điều ở Bình Ba là gây ấn tượng nhất với tôi. 
                                    Ấn tượng đầu tiên đối với tôi ở Bình Ba những dải san hô sống tuyệt đẹp mà bạn chỉ có thể nhìn trên ti vi hay trong các bộ phim 3D. San hô ở đây gần với bạn đến nỗi một người cận nặng như tôi cũng có thể nhìn thấy những rặng san hô đủ màu sắc, các sinh vật biển như cá, hàu, cầu gai, tôm... ở dưới biển mà chỉ cần với tay cũng có thể chạm vào. Tuy nhiên để thấy được cảnh đẹp này các bạn sẽ phải bơi khá xa vòng quanh một dãy đá lớn, sẽ mệt đấy nhưng tôi tin rằng cảnh tượng bạn nhìn thấy sẽ là 1 cảnh tượng không thể nào quên được ;)
                                    Ấn tượng thứ 2 của tôi là người dân nơi đây, vô cùng thân thiện và tốt bụng. Đoàn chúng tôi đặt tour nhà cô NGHĨ, chúng tôi được cô và người nhà lo ăn, ngủ, nghỉ, dẫn di chơi rất tận tình, chu đáo mà không phải NGHĨ ngợi 1 chút gì, chi phí tour nhà cô vô cùng rẻ mà tôi tin rằng khi tôi nói các dịch vụ tôi được serve thì không ai tin nổi ^^. Đồ ăn nhà cô hoàn toàn đạt được 4 tiêu chí: ngon, bổ rẻ &amp; ...nhiều :). Đoàn chúng tôi không bữa nào là không thừa đồ ăn, có bữa thừa cả 1 bát tôm hùm, sò và cá, có món cá Ồ mà chị em chúng tôi cứ trêu là Ồ mặn quá, Ồ cay qua =)))) bỏ lại khá nhiều, đến khi về Hà Nội ăn trưa chúng tôi lại ước gì có món cá đó ở đây. 3 ngày ở Bình Ba đi tắm ở Bãi Nồm; ngắm san hô, an trưa trền bè ở bãi nhà Cũ; ăn tối, hát hò, nhảy nhót ở bãi Chướng; ngắm bình mình trên những vách đá bên bờ biển và thăm đảo Rùa quả là những trải nghiệm thú vị của mỗi người trong đoàn. Chưa kể đến đó là đồ ăn vặt nơi đây cực kỳ phong phú với bánh căn, bánh xèo, bánh canh chả cá, trái cây tươi... ở khắp mọi nơi với giá không thể rẻ hơn :), đặc biệt tôi thích nhất là các loại sinh tố trái cây tươi như: bơ, bí đao, hồng xiêm, rau má... mà khi ở đó, dù chơi ở đâu thì chơi thì mỗi ngày chúng tôi cũng phải làm vài cốc ^^.
                                    Ấn tượng thứ 3 và tôi thích nhất ở đây là Bình Ba – một hòn đảo chỉ dành riêng cho người Việt, điều mà rất hiếm thấy ở các khu du lịch. Bạn không thể gặp bất cứ một người nước ngoài nào trên đảo vì họ không được phép lên đảo :), khi lên tàu ra đảo bạn sẽ phải xuất trình chứng minh thư cho một anh bộ đội đẹp zai kiểm tra rồi. Có lẽ chính vì vậy mà BB mang trong mình 1 vẻ đẹp rất hoang sơ, tự nhiên, không xô bồ, đông đúc, dịch vụ không chặt chém như các nơi khác ♥♥♥"	1
188	"Đến Bangkok mà không ghé thăm khu chợ trời Chatuchak là bạn đã mất đi phần nào sự thú vị của chuyến đi. Chactuchak, tiếng Thái có nghĩa là chợ cuối tuần, do chợ chỉ họp vào mỗi thứ bảy, chủ nhật hàng tuần, và thực sự là thiên đường mua sắm tại thành phố du lịch nổi tiếng này
              
              Để đến được Chatuchak, bạn có thể đi bằng taxi, tuk tuk hay tàu điện ngầm. Tôi khuyên bạn nên đi tàu điện trên cao, rất nhanh, rẻ và quan trọng là được ngắm thành phố. Nếu đi tàu điện trên cao, bạn xuống ga cuối cùng là Mochit, từ đó đi bộ mất 5-7p là vào đến chợ. Chatuchak rất rộng, để đi được hết mọi ngõ ngách chắc phải đến 3 ngày, bởi vậy hãy cố gắng chia khu để để cho đỡ lan man. Bạn có thể đến bốt cung cấp thông tin để lấy một tấm bản đồ miễn phí trước khi bắt đầu khám phá khu chợ đặc biệt này.
              Chợ có nhiều cổng ra vào và được chia theo khu vực, ở giữa là khu ăn uống và nghỉ chân, các gian hàng may mặc, thời trang chiếm phần lớn diện tích và bao quanh chợ. Bạn có thể sắm đủ thứ cho mình, từ giày dép, quần áo, mũ nón và cả những bộ bikini màu sắc rất Thái Lan với giá không hề cao, chừng 70-200 ngàn tiền Việt là bạn có thể mua được một món đồ khá thời trang và bắt mắt
              Khu vực các gian hàng thủ công mỹ nghệ, đồ lưu niệm và tinh dầu cũng là điểm đến hấp dẫn của du khách. Nhiều món đồ đậm chất truyền thống được các nghệ nhân Thái làm trực tiếp tại chợ sẽ níu chân bạn hàng giờ, bởi vậy bạn có thể sẽ mất rất nhiều thời gian khi…lạc vào khu này.
              Đến Chatuchak, đừng bỏ lỡ cơ hội thưởng thức nhiều món ăn mang đậm hương vị Thái hoặc đơn giản là dừng chân mua một quả dừa ngọt lịm để giải tỏa cơn khát.
              Nếu mỏi chân, bất cứ góc chợ nào cũng có những người làm massage truyền thống Thái Lan sẽ giúp bạn thư giãn với giá từ 100-180 ngàn đồng
              Chatuchak thực sự là một thế giới của sắc màu. Những người bán hàng ở đây cũng rất thân thiện, khôn khéo. Họ mời chào đon đả, ân cần và luôn mỉm cười với khách. Bạn có thể tha hồ lựa chọn, tha hồ trả giá mà không sợ bị la ó, chửi bới. Không phải tất cả các gian hàng đều nói thách, nhưng bạn cứ mặc cả, nếu may mắn sẽ mua được với giá rất hời đấy
              Một điểm khá đặc biệt ở chợ Chatuchak là không có ăn xin, ăn mày mà chỉ có các nghệ sĩ đường phố kiếm tiền bằng cách biểu diễn các tiết mục nghệ thuật, các trò giải trí và nhận tiền thưởng từ khách ngang đường.
              
              Đừng quên địa điểm ấn tượng này khi đến Thái Lan bạn nhé
              "	1
189	Sự mộc mạc chân chất của người dân bản xứ Nhiều món hàng rất rẻ	1
