reviews;sentiment
- Phong cách phục vụ tưˋ lê˜ tân đến buồng ohòng rất tuyệt vời. Làm cả nhóm cư´ như đang ở nhaˋ- Đôˋ ăn thiˋ khỏi bàn, bắt gaˋ tưˋ chuồng, câu ca´ tưˋ ao, lên mâm thức ăn rất ngon, đặc biệt gia´ cả rất hợp ly´. - Tiện nghi đây đủ, sạch se˜. Đặc biệt laˋ quạt máy luôn xuất hiện khắp nơi.- 5Sao cho tuyệt vời.;1
Tầm nhìn và phòng đẹp, sạch sẽ, chủ ks thân thiện dễ mến. Không gian thoáng mát rộng rãi. Tôi rất thích nơi đây. ;1
Bữa sáng ngon;1
BỬa sáng ngon , dịch vụ tốt;1
Ngay bãi biển;1
địa điểm tốt. nhân viên nhiệt tình, thân thiện;1
Cách nhà xe hoàng Long 50m, ngay trung tâm, bà chủ thân thiện dể mến, phục vụ nhiệt tình, em bà chủ có thể chở bạn đi tham quan bất cứ đâu, giá hợp lý, rất vui vẻ, yên tâm đi đến diệu linh hotel;1
Gần sân bay, ngay mặt tiền đường Lý Thường Kiệt. Phòng không rộng nhưng cũng đầy đủ ở mức chấp nhận được. Có các quán ăn gần đó.;1
Phòng và trang thiết bị tạm ổn, vệ sinh sạch sẽ. Nhân viên vui vẻ, nhiệt tình. Gần biển, gần trung tâm TP Đồng Hới;1
Phu hop nhu cau cua minh;1
I'm impressed by the quietness of Viet Hai village and the atmosphere at Bungalow. If you're finding a place to take a real rest, escape from the hustle and bustle of the city, enjoy fresh morning air and live at a slower pace, Whisper Nature Bungalow & Resort is exactly the one for you. Also, you can go around the place by bike with your lover or friends, which makes the experience totally amazing. Tôi rất ấn tượng bởi sự yên tĩnh của Việt Hải village và không khí tại Bungalow. Nếu bạn đang tìm kiếm một nơi để được nghỉ ngơi thực sự, trốn khỏi sự náo nhiệt ồn ào của phố phường, tận hưởng không khí buổi sáng mát mẻ và sống ở nhịp độ chậm, Whisper Nature Bungalow & Resort chính xác là nơi lý tưởng dành cho bạn. Đồng thời, bạn cũng có thể đi quanh vùng bằng xe đạp với người yêu hoặc bạn bè. Tất cả khiến cho chuyến đi nghỉ của bạn trở nên thật tuyệt vời.;1
Ks có view đẹp,phòng ốc tạm ổn,tuy nhiên giá này ko có ăn sáng thì hơi mắc;1
Gần bãi biển. Tiện đi lại;1
cách trung tâm 100m;1
Nhân viên phục vụ vệ sinh tốt, nhiệt tình, phòng ốc sạch sẽ, yên tĩnh, thoả mái, giá tốt, may mắn là ít khách.;1
khu vườn rất xinh, nhân viên thân thiện, phòng sạch sẽ;1
nhân viên nhiệt tình. gần với ga Ninh Bình;1
Thai do  nhan vien tot.vi tri v khong khi gan gui thien nhien rat de chiu.;1
Vị trí tốt, thuận tiện cho việc tham quan khu chùa Bái Đính. Nhân viên thân thiện, không gian yên tĩnh. Nhà hàng sạch sẽ, các món ăn chế biến cho bữa trưa và tối khá ổn.;1
Tôi ở ks này lần thứ 2, cũng như lần đầu, mọi thứ đều rất tốt, đặc biệt là vị trí (Đi bộ sang chùa thượng Bái đính), cảnh quan đẹp, nhân viên nhiệt tình;1
- Vị trí rất đẹp và thuận tiện để thăm Chùa Bái Đính và chùa cổ;1
The room is amazing. It's spacious, modern and very organized. The food in the bar is really good. The dishes of goat might be a little bit tough for foreigners, but for the locals, they are delicious. The staffs are in overal friendly. Especially those who work in the bar, they are really well-trained and giving me the feeling that they are really proud of their job. The view is stunning. I love the antique and quiet atmostphere here. TRULY UNIQUE! We had a very pleasant staying in Bai Dinh Hotel. And I definitely will recommend this place to most of my foreign friends who want to stay out of the tourist crowd. :);1
Phòng rộng rãi, tiện nghi, nhân viên thân thiện, nhiệt tình.;1
Thái độ phục vụ, không khí, vị trí của khách sạn.;1
KS mới, nội thất cao cấp, nhân viên vui vẻ thân thiện. Nằm trong khuôn viên chùa Bái Đính thuận tiện thăm chùa;1
Gần trung tam tp, yen tĩnh;1
Nhân viên nhiệt tình và dễ mến;1
Nhân viên nhiệt tình, thân thiện. Phòng rộng, sạch sẽ, thoải mái. Địa điểm tuyệt vời.;1
Phòng sạch sẽ và ấm cúng, phòng tắm rộng rãi, trang trí phòng đơn giản nhưng đẹp. KS rất gần biển, rất tiện;1
Về khách sạn thì hầu hết các thiết bị hiện đại. Đáp ứng nhu cầu của chúng tôi;1
Khách sạn nằm sát biển, view đẹp, khá gần các bãi tắm. Đồ ăn giá cũng hợp lý và khá ngon.;1
Great location, great breakfast.;1
Không gian tuyệt vời, nhân viên phục vụ nhiệt tình;1
nhân viên rất nhiệt tình ~ view siêu đẹp;1
địa điểm ok, đồ ăn chưa ngon;1
Khách sạn sạch sẽ, thoải mái. Từ trên lầu cao của khách sạn có thể nhìn thấy cầu Nhật Lệ. Nhân viên vui vẻ, nhiệt tình;1
Thân thiện;1
Khách sạn rất đẹp, thoải mái và tiện nghi. Một chỗ rất thuận tiện cho việc đi chơi trên phố cổ Hà Nội.Rất thích cách trang trí của khách sạn (chăm chút đến từng chi tiết nhỏ nhất);1
Khách sạn mới, phòng khá đẹp, sạch sẽ và tiện nghi. Giá phòng cũng rất ổn. Vị trí gần khu trung tâm, thuận tiện. Ks khá đẹp và bày trí sang trọng.;1
Giường thoải mái.;1
Vi tri ks gan trung tam an uong. De dang cho di lai ..mua sam;1
Nội thất mới, sang trọng, sạch sẽ;1
Ông bà chủ rất thân thiện dễ mến, phục vụ nhiệt tình chu đáo. Món ăn ngon và phòng rất sạch sẽ thoáng đãng. Nói chung tôi đã có một ký nghỉ rất tuyệt. Cảm ơn Garden Homestay;1
Không gian thoải mái, ông bà chủ hiếu khách thân thiện ! Phong cảnh đẹp và món ăn tuyệt vời ! Tôi sẽ quay lại đây trong thời gian sớm nhất !;1
Bãi biển và hồ bơi tuyệt vời. Thái độ của nhân viên nói chung vui vẻ, hoà nhã.;1
Hồ bơi,bãi biển sạch đẹp, không gian rộng lớn có nhiều cây xanh thoáng mát khung cảnh rất đẹp, bữa sáng nhiều món ngon lựa chọn rất chuyên nghiệp.Đội ngũ tiếp tân,bảo vệ,phục vụ,lao công cần nâng cao nghiệp vụ tiếp khách:có thái độ vui vẻ hơn,thân thiện,nhiệt tình hơn,phòng nghĩ và nhà tắm chưa được sạch sẽ lắm.Nói chung nên cho tổng thể 7,5điểm và sẽ còn quay lại nữa😀;1
Địa điểm đẹp, phòng rộng rãi, bể bơi đẹp và sạch sẽ. Tôi cảm thấy rất thoải mái khi nghỉ dưỡng tại đây trong 6 đêm. Khuôn viên resort rất đẹp và yên tĩnh. Nhân viên lịch sự, thân thiện.;1
Hồ bơi rất đẹp, khuôn viên rộng, sạch sẽ.;1
Cảnh quan đẹp. Bangalow thiết kế đẹp. Bãi biển tuyệt vời.;1
Nice swimming pool, friendly and helpful staff.;1
Khuôn viên resort đẹp, yên tĩnh, phù hợp với nghỉ dưỡng. Giá cả phù hợp. Đồ ăn tươi, giá phù hợp;1
Bữa sáng ngon , cảnh quan đẹp , hồ bơi sạch sẽ;1
Nhân viên thân thiện, nhiệt tình, vị trí yên tĩnh, không gian đẹp, hồ bơi đẹp!;1
Không gian rất thoáng đẹp, bãi biển đẹp, hồ bơi rộng.;1
Yên tĩnh và rất thoải mái. Khung cảnh đẹp;1
Không gian rộng rãi, thoáng đãng;1
Giường thoải mái ban công đẹp;1
Không gian thanh bình, bãi biển đẹp, nhân viên thân thiện.;1
Nhưng phòng ốc rộg sạch;1
Giường ngủ thoải mái, không gian rộng, hồ bơi rộng.;1
Khuôn viên rất rộng, xanh mát, hồ bơi rộng.;1
Phòng ốc rất đẹp, sạch sẽ, đồ ăn tại nhà hàng ngon;1
Mọi thứ trong chuyến đi này đều rất tốt :);1
Phong canh dep, yen tinh . Gia ca phai chang . Nhan vien vui ve nhiet tinh . Moi viec tot dep.;1
Su yen tinh.;1
Nhan vien than thien. Khong gian dep, va thoang tao cam giac mot ky nghi thuc su. Nha hang nau an ngon.;1
Ien tinh;1
Yen tinh;1
Ho boi rong, bai bien dep;1
Nhân viên thân thiện;1
Vuon rong, ho boi sach dep;1
thái độ phục vụ;1
Phong canh dep, cay canh duoc trong hop ly va dep.;1
Giá rẻ, sạch sẽ và thân thiện;1
Yên tĩnh .giá tốt cho du lịch bụi 1 mình;1
Giường thoải mái, giá trị lưu trú phù hợp với cá nhân, nhóm những cá nhân muốn chi tiêu hợp lý cho chuyến đi, phải lưu trú ở lại đây;1
Bà chủ ks nhiệt tình zui zek. phòng sạch sẽ.  nói chung oke hết. gần tp phan thiết đi ăn hải sản ban đêm thì ok, gần sông cà ty;1
Chu khach san tot bung, nhiet tinh va quan tam den khach. Khach san moi nen sach se, tien nghi vua du. Chi phi giat ui va nuoc uong trong phong gia kha re. Khach san nam o giua cho phan thiet va duong ra mui ne nen neu di xe may cung kha thuan tien.;1
Phòng sạch sẽ,tiện nghi, rất đáng ở so với giá tiền, cô chủ thân thiện;1
phòng rất sạch sẽ,sáng sủa và không khí trong lành,không ồn ào và nhất là chị chủ rất dễ thương,ân cần;1
Chủ Ks thân thiện, hiền lành, nơi ở yên tỉnh;1
Phục vụ chu đáo, sạch sẽ;1
Chủ khách sạn và nhân viên rất nhiệt tình.phòng ốc khá ok, tiện nghi đầy đủ;1
Chủ khách sạn khá dễ thương. Chi phí khác  rất rẻ.;1
chu KS vui ve;1
Khách sạn sạch đẹp rất thoải mái và tiện nghi, cô chú chủ ks thân thiện. Tiện lợi di chuyển giữa Phan Thiết và Mũi Né;1
Nhân viên rất nhiệt tìnhKS có xe cho khách ở sử dụng đi lại miễn phí trong thành phốKS rất gần bến tầu đi Phú QuốcNgay dưới chân khách sạn là một chợ địa phương lớn, tiện mua sắm, ăn uống;1
Tiện nghi , sạch sẽ .Có taxi miễn phí .Nhân viên lễ tân và bảo vệ vui vẻ ,  thân thiện .Giá phòng hợp lý .;1
Phòng rộng rãi, sạch sẽ. Từ ksan đi ra cảng để đi tàu Nam Du vô cùng hợp lý.;1
Cách kinh doanh của khách sạn rất tốt!;1
Cho o sach se ,tien nghj ,co xe du don di choi mien phi qua tot;1
Phòng to, rộng rãi, thoáng mát, gần bến tàu;1
Khách sạn có dích vụ taxi miễn phí rất tốt . Tiếp tân rất thân thiện , nhiệt tình;1
Có xe đưa đón khách đi trong tp Rạch Giá;1
Gần bến tàu,rất thuận tiện cho việc đi lại;1
vị trí tốt, tiện lợi cho khách đi chuyến tàu sáng.;1
Ks sạch sẽ;1
Khách sạn sạch sẽ, đẹp, vị trí trung tâm. Tôi sẽ giới thiệu cho bạn bè khi đi nghỉ tại Đà Lạt.;1
Phòng có mùi mốc, bữa sáng quá tệ, thái độ phục vụ kém không chuyên nghiệp, đã đặt phòng trước rồi nhưng khi đến nhận phòng thì báo không vào được trang booking.com. Sau đấy thấy thông báo trừ tiền phòng.;1
Nhân viên rất nhiệt tình giúp đỡ, thân thiện, phòng đẹp sạch sẽ, yên tĩnh rất phù hợp với GD có con em nhỏ, mọi thứ rất tiện nghi và khách sạn gần trung tâm thuận tiện cho việc đi lai.;1
Giường thoải mái;1
tất cả mọi thứ;1
Lần đầu tiên ở khách sạn này cùng với đại gia đình mà cảm thấy rất hài lòng. Mọi thứ đều tuyệt vời từ vị trí gần trung tâm, nhân viên thân thiện dễ thương, phòng sạch. Anh chủ mến khách và đẹp trai . Giá thì quá good cho cái vị trí rồi. Sẽ ở đây cho lần đến tiếp theo.;1
Giường thoải mái. Chủ ks và nhân viên nhiệt tình.;1
Thuận tiện cho mọi hoạt động khi thăm Đà Lạt. Nhân viên ân cần;1
Trung tâm;1
Vi tri ks dep,gia ok, nhan viên phục vụ tot;1
thích nhân viênthích nệmthích gần biển;1
Nhân viên rất thân thiện, nhất là anh CEO có chính sách rất tốt cho tụi mình;1
Nhân viên phục vụ chu đáo và rất nhiệt tình. Địa điểm gần ga, bến xe, trung tâm thành phố.;1
Đoàn chúng tôi để quên 01 đồng hồ, ngay sau khi check out ks đã liên lạc để chúng tôi quay lại lấy;1
Nhân viên lịch sự, niềm nở và rất chu đáo. Khách sạn sạch sẽ, ở khu trung tâm thành phố, gần cầu Nhật Lệ, thuận tiện đi lại và ăn uống.;1
view dep , khong khi mat me .;1
thoải mái;1
Sạch sẽ, mới;1
Vệ sinh sạch sẽ, nhân viên thân thiện, địa điểm tốt.;1
Nhân viên nhiệt tình, chu đáo.Phòng sạch sẽ;1
Sạch sẽ, thoải mái;1
Bữa sáng cực chất lượng và thái độ của nhân viên phục vụ tại nhà hàng cũng rất tốt. Không có gì phải phàn nàn, chắc chắn sẽ quay lại khách sạn này khi đến Huế chơi.;1
Phòng sạch sẽ,ngăn nắp,chu đáoView đẹpNhân viên thân thiện,cởi mởLễ tân có Quý và Nhi luôn hỏi han và cười với kháchRestaurent tất cả các bạn nữ phục vụ đồ ăn đều nice,phục vụ đồ ăn nhanh và dễ thươngLocation gần trung tâm,tiện đi lại.;1
Nhân viên lễ tân và bell boy rất thân thiện, nhiệt tình. Chào đón khách tốt.;1
nhân viên nhiệt tình;1
Đồ ăn ở đây rất ngon;1
Phục vụ tốt , nv tất cả đều nhiệt tình , đáng ghé để nghỉ ngơi , tôi sẽ trở lại và ở đây.;1
Nhân viên nhiệt tình, thân thiện;1
Giá hợp lý, nhân viên nhiệt tình, bữa sáng ngon;1
Nhân viên thân thiện, phòng sạch sẽ và đầy đủ tiện nghi. Rất đáng giá tiền;1
Rất ổn;1
Nhân viên rất nhiệt tình và thân thiện, vị trí trong hẻm hơi khó tìm;1
Nhân viên nhiệt tình, thân thiện;1
Nhân viên thân thiên , phòng sạch đẹp tiện nghi , giá hợp lý .;1
view biển, ngoài ra ko thích j hết;1
biển buổi sáng rất đẹp & sạch, cảnh quan xung quanh núi rừng cũng tuyệt đẹp. Đồ ăn hải sản tươi sống;1
Vị trí thuận tiện đi lại, bạn công hướng ra cảng khá đẹp;1
Nhàm chán;1
Gần trung tâm , đi lại thuận tiện;1
Pros: Chủ nhà nhiệt tình, lịch sự, Cons: phòng hơi nhỏ. Vòi nước hư chưa thay, hơi bất tiện khi sử dụng;1
Bua sang tuyet voi, anh chi chu vo cung than thien va dang yeu!!!;1
Bữa sáng ngon. Phòng ngủ rộng rãi, sạch sẽ, thoải mái. Nhân viên thân thiện;1
vị trí tốt sạch sẽ và ăn sáng ngon.;1
Excellent;1
ks sang Trong, Khong gian sach dep. nhan Vien phuc vu Nhiet tinh chu dao. Gia ca hop ly;1
Phòng tương đối rộng. Vì vừa được sửa lại nên phòng đẹp và sạch sẽ. Ở phòng có ban công rất đáng tiền. Máy lạnh hơi cũ nên không được tốt lắm. Nhân viên nhiệt tình.;1
Khách sạn nằm ngay trung tâm. Rất tiện cho việc đi lại. Chủ khách sạn và nhân viên rất nhiệt tình;1
Nhân viên dễ chịuGood Location;1
Buffet sáng rất ngon. Bãi biển đẹp . Phòng sạch sẽ . Nhân viên phục vụ tốt. Đáng tiền;1
Nhân viên nhiệt tình, ăn sáng ngon, hồ bơi sạch, bãi biển riêng tư, đẹp;1
Hồ bơi;1
Giường thoải mái;1
khách sạn mới, sạch, đep. bữa sáng ngon.;1
nhan vien le tan;1
nhân viên nhiệt tình;1
Phòng sạch se. Gân trung tâm;1
Vi tri.;1
phòng sạch sẽ , tiện nghi , vị trí thuận lợi,;1
Thoải mái, tư vấn chỗ ăn uống đi lại;1
Phong sach se, thoai mai, nhan vien vui ve, nhiet tinh;1
Chủ ks và nhân viên đều rất nhiệt tình.;1
Khu vực trung tâm đi lại thuận tiện;1
Ở đây linh  đoong khi nhận phòng, tuy nhiên mình lại gặp rắc rối về thanh toán! Khách sạn muốn đảm bảo khách nên trừ phí trước khi ở, nhưng không thích nhận tiền thông qua visa! Nên khách phải trả tiền mặt và đợi nhận lại tiền rất lâu do chế độ thẻ visa (45 ngày), nếu tính từ ngày trừ tiền phí lên đến 60 ngày!;1
Di tour 4 dao, lam ngam san ho;1
Gần biển;1
Phong rat sach. Nhanh vien vui ve;1
Ngay trung tâm thành phố, đi lại thuận tiện!;1
Giường rất thoải mái ...;1
Phòng rộng rãi, thoải mái, nhưng nhà tắm thoát nước kém và không phục vụ bữa sáng (Bữa sáng KS hướng dẫn ra quán phở gần đó và phải tự tính tiền) mà theo xác nhận đặt phòng thì bao gồm cả bữa sáng?;1
Cảnh đẹp, rất hợp để cùng chụp ảnh với người yêu;1
Phòng sạch,rộng,thoáng mát và đẹp.;1
Nhận viên phục v ụ bữa sáng rất than thiện và nhiệt tình, ngon. Phòng sạch và rộng.;1
giường rộng thoải máithuận tiện đi các điểm tham quan;1
bữa sáng không thoải mái, cần cải thiện;1
đồ ăn sáng ít wa, ko có lựa chọn được;1
gần trung tâm và gần các hãng xe trung chuyển;1
Thái độ của reception;1
Khách sạn nằm rất gần biển;1
Giá phòng rất hợp lý cho 1 căn phòng thoải mái cùng bữa ăn sáng nhẹ. Nhân viên rất nhiệt tình và thân thiện, họ sẽ giúp bạn tổ chức những tour du lịch tuyệt vời.;1
Vị trí lí tưởng, gần biển, yên tĩnh, thoải mái, giá cả hợp lí, nhân viên lễ tân nữ vui vẻ nhiệt tình với khách.;1
Nhân viên rất thân thiện và sẵn sàng giúp đỡ khách.;1
Vị trí thuận tiện, nhân viên nhiệt tình;1
Nhân viên nhiệt tình, phục vụ nhanh;1
Rẻ;1
Nhân viên nhiệt tình, địa điểm tốt.;1
Phòng rộng, thoáng.;1
Không gian biển;1
Gần biểnGần trung tâm;1
Gần trung tâm,lễ tân nhiệt tình,phòng rộng và tiện nghi. Phòng tôi đặt có cửa sổ view ra đường phố khá ổn.;1
dich vu xung quanh nhieu, vi tri thuan loi, nhan vien niem no, gia ca binh dan;1
Khách sạn tuy nhỏ nhưng tôi hoàn toàn bị bất ngờ khi check in bởi chất lượng phòng quá tuyệt vời , vị trí ngay chợ Bến Thành thuận tiện đi lại , nhà hàng ăn sáng chủ yếu là món Âu , có vài món Việt .;1
Vị trí tiện lợi;1
phòng ốc thật sự rất đẹp,sạch sẽ.bữa sáng với món âu.;1
Phòng rộng rãi, phục vụ chu đáo. Very good;1
Khách sạn gần trung tâm, không khí ấm áp, sạch sẽ. Nhân viên nhiệt tình, thân thiện với khách;1
Tôi thích vị trí ks, thích phục vụ cửa nhán viên, thích sự sạch sẽ ở đây.;1
Rat gan phi truong;1
Bữa ăn sáng;1
Thuận tiện đi lại tại những điểm tôi cần đến đợt vừa qua.;1
Giường rất thoải mái;1
Nhận viên;1
Khách sạn rất sạch sẽ và đầy đủ tiện nghi.Vị trí thuận lợi;1
Giá rất rẻ mà phòng lại rất ok. Mọi người nên đặt phòng gia đình với giá $60,20 thôi mà được tận 2 phòng nối nhau (hoặc một phòng lớn). Nchung là rất rất rất ok. Khách sạn có mặt bằng rộng rãi, không chật hẹp. Tiếp tân rất niềm nở, giới thiệu cụ thể.;1
Tốt;1
khách sạn gần hồ Hoàn Kiếm và trong phố cổ Hà nội;1
nhân viên phục vụ tận tình. khách sạn sạch sẽ;1
Bữa sáng phong phú.;1
Thoai mai ...vui ve;1
Vị trí;1
địa điểm tuyệt vời,thức ăn sáng phong phú;1
Bua sang;1
Thuan tien trong viec di lai,khu vuc rat nhon nhip;1
nhân viên rất thân thiện;1
Gần trung tâm, nhân viên nhiệt tình, đi lại thuận tiện;1
Chỗ ở gần trung tâm, ngay sát Phạm Ngũ lão và Bùi Viện;1
Vị trí thuận lợi cho nhóm trẻ.Phòng nhỏ gọn gàng, sạch sẽ.;1
Nhân viên nhiệt tình, chu đáo. Vị trí trung tâm. Phòng sạch sẽ.;1
Nhan viên than thiện. Vị trí trung tâm, tiện đi lại. Ks sạch sẽ. Dịch Vụ xung quanh sẵn có( có 1 cửa hàng tiện ích mở 24h ngay bên cạnh, tiện cho nhà mình có con nhỏ, đỡ phải tích đồ);1
Phog rog rai  va rat sag trog  .su yen tinh , toi rat hai long khi den day;1
O day rat hai long;1
Yen tinh va dc gan trung tamAn uog va shopping Cug thoai  mai;1
Thoai mai;1
Địa điểm thuận lợi.;1
gàn cho Bén thành;1
Yen tinh va thoang mat;1
Bữa sáng buffet không nhiều món nhưng khá ngon. Nhân viên nhiệt tình hỗ trợ khách.;1
dia diem tot, nhan vien tot, an sang duoc.;1
Khách sạn gần biển nằm ở TT TP, xung quanh có nhiều bar và quán ăn. Nhân viên thân thiện, nhiệt tình. chỗ ở sạch sẽ, ấm cúng.;1
Gam Trung tam va bien;1
Sự thoải mái;1
Khách sạn có vị trí đẹp, tiện cho việc đi lại đến các địa điểm ở khu trung tâm.;1
TP HỒ CHÍ MINH đẻ lại cho tôi nhiều ấn tượng về sự thân thiện của người sài Gòn. trước khi rời Hà Nội mọi người cảnh báo tôi ko được dùng điện thoại di động đắt tiền để chụp ảnh sẽ bị giật mất nhưng khi ở Sài gòn tôi thấy mọi chuyện cũng như ở Hà Nội. Tôi vãn chụp hình thoải mái và còn nhờ được người xung quanh chụp cho 2 chúng tôi bằng ĐT của mình.Tôi rất thích chuyến đi này;1
"- phong cách phục vụ của bộ phận lễ tân; bảo vệ- địa điểm đi lại thuận tiện";1
Gần chợ Bến thành, nhân viên nhiệt tình, thân thiện.;1
dia diem tot;1
Vị trí thuận tiện;1
Sạch sẽ,an toàn;1
Vi tri.;1
su chuyen nghiep va nhanh chong ,tien loi cua booking.com;1
Cô chủ và nhân viên rất thân thiện, nhiệt tình, chu đáo, mình đến khá sớm và được cho nhận phòng từ 7g sáng luôn (^.^) hí hí... Bữa ăn sáng cũng ngon và hợp khẩu vị lắm, món mức dâu của cô chủ làm thì khỏi chê. Phòng ốc mình ở sạch sẽ, rộng, thoáng vì có ban công. Vị trí thì thuận lợi lắm nghen, gần chợ, nhà thuốc, quán ăn...Quan trọng nè, giá phòng rất phải chăng, có thể gọi là rẻ nữa đấy!. Chuyến đi đã rất vui. Mình sẽ quay lại khi có dịp. Xin cảm ơn!;1
Không có!;1
Gia đình chủ KS rất thoải mái, niềm nở, Giao tiếp dc 03 ngôn ngữ Anh,  Hoa,  Pháp, Nhân viên lễ tân nhiệt tình. khi khách check out Chủ KS phụ giúp khách chuyển đồ lên xe.;1
Nhân viên và chủ khách sạn luôn vui vẻ và rât nhiệt tình. Cảm giác thân thiện và tiện nghi như ở nhà mình vậy.;1
Vị trí thuận lợi, thái độ phục vụ tốt !;1
Phòng rất sạch và thoáng, phục vụ rất chu đáo;1
Chẳng có gì dể thích;1
Cô chủ rất thân thiện, dễ thương.;1
Nhân viên và cô chủ thân thiện, vị trí phù hợp không quá xa chợ,;1
Than thien, nhiet tinh.;1
Gần trung tâm, nhân viên thân thiện, phòng sạch sẽ;1
Hình ảnh phòng trên booking.com không đúng với thực tế của khách sạn. Đúng hơn là nhà nghỉ!;1
Thich cach phuc vu tot, nhan vien nhiet tinh;1
Nice place. Service is good;1
Vị trí rất tuyệt vời! Gần chợ Bến Thành, đối diện công viên 23-9, các hàng quán xung quanh rất nhiều! Phòng nghỉ rất đẹp, các trang thiết bị tốt. buffet sáng ngon, nhà hàng ở trên tầng cao nhất nên có cái nhìn toàn cảnh thành phố rất tốt. Chắc chắn tôi sẽ quay lại Elios Hotel khi có dịp.;1
ăn sáng ngon, nhân viên rất thân thiện và nhiệt tình;1
Khách sạn sạch sẽ, view đẹp, nhân viên rất niềm nở và nhiệt tình. Vị trí ks ở trung tâm rất tiện đi lại;1
Chúng tôi cảm thấy có chút thích;1
Vị trí đẹp , buffer sáng ngon.;1
Vi tri tot;1
Giường ngủ và phòng tắm tuyệt vời !!!;1
Tien loi gan trung tam , tieu chuan cua chuoi Novotel lam cho chung toi k phai ban tam khi dat phong vi da biet chat luong cua ks;1
Gần khu trung tâm;1
phong cảnh,địa điểm,đồ đạc sạch sẽ,nhân viên lễ tân thân thiện nhưng nhân viên phục vụ ăn sáng thì chưa tốt.;1
Tiện nghi;1
Vị trí thuận tiện, lễ tân thân thiện;1
Nhan vien vui ve, nhiet tinh. Bua an sang tot  hon  nhieu so voi cac khach san cua nhung tour du lich lon nhung Viettravel... Cam on cac ban.;1
Chỗ ở ngay trung tâm nên đi lại rất thuận tiện.;1
Tiep tan va nhan vien don phong rat nhiet tinh va vui ve;1
Khách sạn sạch sẽ, nhân viên ok, phòng rộng rẻ;1
Phòng khá đẹp;1
Vị trí tạm được gần phố tây;1
Vị trí thuận lợi;1
Sự thân thiện của nhân viên phục vụ lễ tân bảo vệ và dọn dẹp.;1
Ngay khu trung tâm, thuận tiện cho ăn uống, ngay tầng hầm ks có cửa hàng của Subway.Giá phòng rẻ, đầy đủ tiện nghi.;1
Địa điểm thuận tiện. Nhân viên quầy tiếp tân thân thiện.;1
Nhân viên nhiệt tình tốt bụng. Phòng đẹp, view đẹp, trung tâm thành phố.;1
Địa điểm tốt;1
Địa điểm thuận tiện ngay khu trung tâm, đi lại thoải mái. Phòng ốc sạch sẽ, nhân viên thân thiện, giúp đỡ rất nhiệt tình.;1
Nước mạnh.;1
Các bạn nhân viên rất nhiệt tình và thân thiệt;1
Rất tệ;1
Nhân viên thân thiện, dễ mến, nhiệt tình. Vị trí KS thuận tiện, đồ ăn sáng ngon, sạch sẽ;1
Nhan vien phuc vu tuyet voi! Co em Huy lam o ks rat nhiet tinh!;1
Vị trí thuận lợi, gần sân bay;1
Gần sân bay nên chỉ cần đi bộ 10p là tới ga, rất thuận tiện^^. Trong phòng có bếp cảm thấy ấm áp không khí gia đình.;1
Gần sân bay;1
Nhân viên khách sạn rất lịch sự và chu đáo;1
Tốt, nhân viên thân thiện.;1
Phòng sạch, đơn giản, gọn gàng. Nhân viên thân thiện.Động thiên đường, phong nha, tiên sơn rất đẹp. Người dân thân thiện.;1
Bữa sáng ngon, view đẹp, nhân viên nhiệt tình, hỗ trợ khách tận tình;1
địa điểm trung tâm,đi bộ ra cầu rồng rất gần;1
Khach san co view dep;1
Nhân viên nhiệt tình;1
nhân viên thân thiện, nhiệt tình, phòng có ban công thoáng mát , ngay trung tâm;1
Ở vị trí trung tâm phù hợp đi các địa điểm xung quanh như núi Hàm Rồng, chợ Sa Pa, hồ Sa Pa, nhà thờ đá. Phòng ngủ có máy sấy, nóng lạnh và ti vi, thoải mái và tiện nghi;1
Tôi đã đi Sapa nhiều lần nhưng chưa bao giờ vào mùa xuân.Đây là kỳ nghỉ đầu tiên trong năm của tôi.Giá như có giá phòng tốt hơn có thể tôi đã lưu lại với thời gian lâu hơn chút nữa.Giá phòng ngày thứ 7 đã lên gấp 5 lần so ngày thứ 2- thứ 6.Kèm theo đó giá dịch vụ cũng tăng chóng mặt ,vấn đề ở chỗ giá cả không đi với chất lượng .Do vậy tôi sẽ cân nhắc cho lần đi sau;1
Nhân viên vui vẻ, mếm khách. Phòng sạch sẽ tuy hơi nhỏ;1
Khách sạn ngay trung tâm thành phố nên việc đj lại rất thuận tiện;1
Môi trường, cảnh quan, con người;1
nhân viên khá lịch sự;1
Nhân viên dễ thương;1
Khách sạn phòng mới do mới xây dựng xong, nhưng chưa hoàn chỉnh;1
Chất lượng dịch vụ tuyệt vời, nhân viên thân thiện, nhiệt tình. chắc chắn sẽ quay lại khi có dịp;1
Giường rất thoải mái;1
Khách sạn mới, đẹp. Phòng ốc ngăn nắp, sạch sẽ. Nhân viên rất thân thiện và nhiệt tình. Vị trí trung tâm của thành phố, thuận lợi cho việc đi lại bằng xe hoặc đi bộ. Ăn sáng ok có cả món tây và món việt. Dịch vụ đa dạng;1
-Phòng sạch sẽ.- Vị trí gần trung tâm Hà Nội, thuận tiện cho việc dạo phố.;1
phòng ốc ổn, sạch sẽ !;1
decor đẹp;1
Giuong ngu tot;1
thich phong cach va su sach se o day. toi se den day moi khi ve ha noi.;1
Vị trí tiện lợi. Nhân viên phục vụ lịch sự, dễ thương. phòng rộng, sạch sẽ.;1
Gần trung tam;1
Địa điểm thuận tiện đi lại;1
